ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1047,1,0,56,0,-56
1048,1,1,102,1475,1373
1049,0,0,60,0,-60
1050,1,1,67,1398,1331
1051,0,0,43,0,-43
1052,0,0,16,0,-16
1053,1,0,134,0,-134
1054,0,0,3,0,-3
1055,1,1,1427,1764,337
1056,1,1,45,1215,1170
1057,1,1,221,1475,1254
1058,1,0,79,0,-79
1059,1,0,36,0,-36
1060,1,1,183,3234,3051
1061,0,0,83,0,-83
1062,1,0,208,0,-208
1063,1,0,55,0,-55
1064,1,0,23,0,-23
1065,0,0,17,0,-17
1066,1,0,231,0,-231
1067,0,0,12,0,-12
1068,0,0,11,0,-11
1069,1,0,43,0,-43
1070,1,0,11,0,-11
1071,0,0,9,0,-9
1072,0,0,11,0,-11
1073,1,0,27,0,-27
1074,0,0,23,0,-23
1075,0,0,43,0,-43
1076,0,0,6,0,-6
1077,1,0,24,0,-24
1078,1,0,12,0,-12
1079,0,0,14,0,-14
1080,1,0,28,0,-28
1081,1,0,52,0,-52
1082,1,0,149,0,-149
1083,1,1,33,1447,1414
1084,0,0,168,0,-168
1085,1,0,6,0,-6
1086,1,0,31,0,-31
1087,0,0,43,0,-43
1088,1,0,14,0,-14
1089,0,0,24,0,-24
1090,1,0,0,0,0
1091,1,0,48,0,-48
1092,1,1,201,1247,1046
1093,1,1,352,1245,893
1094,0,0,153,0,-153
1095,0,0,41,0,-41
1096,1,1,433,1815,1382
1097,0,0,50,0,-50
1098,1,0,74,0,-74
1099,1,1,433,1576,1143
1100,1,1,616,1210,594
1101,1,0,12,0,-12
1102,1,1,120,1320,1200
1103,1,1,189,2202,2013
1104,1,1,310,1207,897
1105,1,1,329,2104,1775
1106,0,0,2,0,-2
1107,1,1,311,1297,986
1108,0,0,56,0,-56
1109,0,0,20,0,-20
1110,1,1,459,1718,1259
1111,1,0,108,0,-108
1112,1,1,591,1671,1080
1113,0,0,157,0,-157
1114,1,0,4,0,-4
1115,1,1,1308,2002,694
1116,1,1,75,1237,1162
1117,1,1,388,1344,956
1118,1,0,37,0,-37
1119,1,1,3,1501,1498
1120,1,1,944,1600,656
1121,0,0,56,0,-56
1122,1,0,13,0,-13
1123,0,0,65,0,-65
1124,1,0,35,0,-35
1125,1,0,7,0,-7
1126,1,1,708,1952,1244
1127,1,1,493,1409,916
1128,1,0,145,0,-145
1129,0,0,9,0,-9
1130,1,1,626,1274,648
1131,0,0,20,0,-20
1132,1,0,33,0,-33
1133,1,1,1683,1600,-83
1134,1,1,970,3853,2883
1135,1,1,240,1636,1396
1136,1,1,271,1227,956
1137,0,0,26,0,-26
1138,1,1,565,1237,672
1139,1,1,231,1322,1091
1140,1,1,1479,1254,-225
1141,0,0,24,0,-24
1142,1,0,174,0,-174
1143,0,0,88,0,-88
1144,0,0,97,0,-97
1145,1,1,403,1533,1130
1146,1,1,151,1202,1051
1147,0,0,6,0,-6
1148,1,0,1,0,-1
1149,0,0,74,0,-74
1150,1,1,264,1208,944
1151,0,0,15,0,-15
1152,1,1,374,1798,1424
1153,1,0,29,0,-29
1154,1,0,22,0,-22
1155,0,0,55,0,-55
1156,1,1,334,2639,2305
1157,1,0,1,0,-1
1158,1,0,211,0,-211
1159,1,1,214,1718,1504
1160,1,0,3,0,-3
1161,1,1,1166,1366,200
1162,1,0,8,0,-8
1163,0,0,1,0,-1
1164,1,1,34,1205,1171
1165,1,0,96,0,-96
1166,0,0,2,0,-2
1167,0,0,42,0,-42
1168,1,1,153,1317,1164
1169,1,1,1491,1375,-116
1170,1,0,132,0,-132
1171,0,0,20,0,-20
1172,1,0,17,0,-17
1173,0,0,127,0,-127
1174,1,0,180,0,-180
1175,0,0,0,0,0
1176,1,1,563,1294,731
1177,0,0,3,0,-3
1178,0,0,52,0,-52
1179,1,1,713,1227,514
1180,1,0,145,0,-145
1181,1,0,92,0,-92
1182,0,0,67,0,-67
1183,1,1,224,1856,1632
1184,0,0,80,0,-80
1185,0,0,151,0,-151
1186,1,0,31,0,-31
1187,0,0,65,0,-65
1188,1,1,250,1661,1411
1189,0,0,9,0,-9
1190,1,0,103,0,-103
1191,0,0,58,0,-58
1192,1,0,140,0,-140
1193,0,0,53,0,-53
1194,1,0,84,0,-84
1195,1,0,19,0,-19
1196,0,0,18,0,-18
1197,1,1,146,1639,1493
1198,1,0,35,0,-35
1199,0,0,11,0,-11
1200,1,1,368,1274,906
1201,0,0,20,0,-20
1202,0,0,46,0,-46
1203,0,0,113,0,-113
1204,1,1,1706,1456,-250
1205,1,1,140,1666,1526
1206,0,0,9,0,-9
1207,1,0,44,0,-44
1208,0,0,34,0,-34
1209,0,0,164,0,-164
1210,0,0,61,0,-61
1211,1,1,1699,1849,150
1212,1,0,44,0,-44
1213,1,1,793,1507,714
1214,1,0,59,0,-59
1215,1,0,9,0,-9
1216,0,0,10,0,-10
1217,0,0,12,0,-12
1218,0,0,10,0,-10
1219,0,0,21,0,-21
1220,1,1,98,1295,1197
1221,1,1,683,1561,878
1222,0,0,77,0,-77
1223,1,1,1091,1565,474
1224,1,1,672,1360,688
