ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
1050,0,0,5,0,-5
1051,1,1,228,2201,1973
1052,0,0,14,0,-14
1053,0,0,55,0,-55
1054,1,1,972,1226,254
1055,1,0,9,0,-9
1056,0,0,63,0,-63
1057,0,0,51,0,-51
1058,0,0,60,0,-60
1059,1,0,0,0,0
1060,0,0,12,0,-12
1061,1,0,29,0,-29
1062,1,0,25,0,-25
1063,1,0,5,0,-5
1064,0,0,96,0,-96
1065,0,0,21,0,-21
1066,1,1,57,1466,1409
1067,0,0,48,0,-48
1068,1,1,397,1976,1579
1069,0,0,65,0,-65
1070,1,0,20,0,-20
1071,0,0,24,0,-24
1072,1,1,1241,1433,192
1073,1,1,2719,1430,-1289
1074,1,0,102,0,-102
1075,1,0,17,0,-17
1076,1,1,1030,1730,700
1077,1,0,53,0,-53
1078,1,0,8,0,-8
1079,0,0,59,0,-59
1080,1,0,50,0,-50
1081,1,1,1505,1298,-207
1082,0,0,45,0,-45
1083,1,1,46,1430,1384
1084,1,0,161,0,-161
1085,0,0,23,0,-23
1086,1,0,85,0,-85
1087,0,0,32,0,-32
1088,1,1,1460,1723,263
1089,0,0,45,0,-45
1090,1,0,22,0,-22
1091,1,0,134,0,-134
1092,1,1,97,3102,3005
1093,1,0,89,0,-89
1094,1,1,1518,1520,2
1095,0,0,153,0,-153
1096,1,0,10,0,-10
1097,1,1,1201,2016,815
1098,1,0,48,0,-48
1099,1,0,33,0,-33
1100,1,1,172,1336,1164
1101,1,1,342,1667,1325
1102,0,0,86,0,-86
1103,0,0,47,0,-47
1104,1,1,104,1324,1220
1105,0,0,19,0,-19
1106,1,0,73,0,-73
1107,1,0,42,0,-42
1108,1,0,71,0,-71
1109,0,0,45,0,-45
1110,1,1,297,1495,1198
1111,1,0,38,0,-38
1112,0,0,5,0,-5
1113,0,0,121,0,-121
1114,1,1,632,1777,1145
1115,0,0,14,0,-14
1116,0,0,43,0,-43
1117,0,0,72,0,-72
1118,1,0,100,0,-100
1119,1,0,10,0,-10
1120,0,0,31,0,-31
1121,1,0,25,0,-25
1122,0,0,9,0,-9
1123,1,0,31,0,-31
1124,1,1,110,1326,1216
1125,1,0,9,0,-9
1126,1,0,32,0,-32
1127,1,1,1067,1529,462
1128,0,0,6,0,-6
1129,1,1,1108,1470,362
1130,0,0,25,0,-25
1131,1,1,1337,1676,339
1132,1,1,1347,2877,1530
1133,0,0,29,0,-29
1134,1,1,777,1302,525
1135,1,0,31,0,-31
1136,1,1,223,1977,1754
1137,1,1,326,1635,1309
1138,1,0,84,0,-84
1139,1,1,305,1668,1363
1140,0,0,211,0,-211
1141,1,0,26,0,-26
1142,1,0,49,0,-49
1143,0,0,6,0,-6
1144,1,1,860,1735,875
1145,1,0,8,0,-8
1146,0,0,131,0,-131
1147,1,0,172,0,-172
1148,0,0,47,0,-47
1149,1,0,13,0,-13
1150,1,1,115,1320,1205
1151,1,1,117,1341,1224
1152,1,1,159,2387,2228
1153,0,0,58,0,-58
1154,1,0,1,0,-1
1155,0,0,43,0,-43
1156,0,0,13,0,-13
1157,1,0,19,0,-19
1158,1,0,17,0,-17
1159,0,0,92,0,-92
1160,1,1,672,1316,644
1161,0,0,95,0,-95
1162,0,0,119,0,-119
1163,0,0,10,0,-10
1164,0,0,2,0,-2
1165,1,1,2274,1609,-665
1166,0,0,20,0,-20
1167,1,1,2134,1548,-586
1168,1,0,8,0,-8
1169,0,0,25,0,-25
1170,0,0,10,0,-10
1171,1,0,70,0,-70
1172,1,0,92,0,-92
1173,0,0,124,0,-124
1174,1,1,244,1355,1111
1175,0,0,2,0,-2
1176,1,0,8,0,-8
1177,1,1,399,1270,871
1178,1,1,410,1279,869
1179,1,0,16,0,-16
1180,1,1,1631,1483,-148
1181,0,0,224,0,-224
1182,1,0,9,0,-9
1183,0,0,2,0,-2
1184,0,0,22,0,-22
1185,1,1,101,1885,1784
1186,1,0,69,0,-69
1187,1,0,12,0,-12
1188,0,0,2,0,-2
1189,0,0,83,0,-83
1190,1,1,472,1739,1267
1191,0,0,0,0,0
1192,0,0,13,0,-13
1193,0,0,81,0,-81
1194,1,0,42,0,-42
1195,1,0,11,0,-11
1196,1,0,230,0,-230
1197,1,1,420,2167,1747
1198,1,0,28,0,-28
1199,0,0,52,0,-52
1200,1,1,203,1256,1053
1201,1,1,515,1896,1381
1202,1,0,106,0,-106
1203,0,0,49,0,-49
1204,1,1,189,1305,1116
1205,1,0,56,0,-56
1206,0,0,40,0,-40
1207,1,0,32,0,-32
1208,0,0,79,0,-79
1209,0,0,10,0,-10
1210,1,1,297,1400,1103
1211,0,0,13,0,-13
1212,1,1,181,1431,1250
1213,0,0,59,0,-59
1214,1,1,1079,1209,130
1215,1,1,235,1461,1226
1216,0,0,104,0,-104
1217,0,0,14,0,-14
1218,0,0,18,0,-18
1219,0,0,2,0,-2
1220,1,1,1094,1379,285
1221,0,0,119,0,-119
1222,1,0,105,0,-105
1223,1,0,60,0,-60
1224,1,0,40,0,-40
1225,1,0,56,0,-56
1226,0,0,49,0,-49
1227,0,0,6,0,-6
1228,1,0,7,0,-7
1229,1,1,360,2019,1659
1230,1,0,36,0,-36
1231,0,0,28,0,-28
1232,1,0,39,0,-39
1233,1,1,448,1353,905
1234,1,1,86,1383,1297
1235,0,0,8,0,-8
1236,1,1,918,2211,1293
1237,0,0,3,0,-3
1238,1,1,838,1278,440
1239,0,0,50,0,-50
1240,0,0,47,0,-47
1241,1,0,4,0,-4
1242,0,0,5,0,-5
1243,1,0,62,0,-62
1244,1,1,1055,1299,244
1245,1,0,5,0,-5
1246,1,1,576,1863,1287
1247,1,1,534,1554,1020
1248,1,1,725,2719,1994
1249,1,0,71,0,-71
1250,1,1,1337,1290,-47
1251,1,0,7,0,-7
1252,0,0,28,0,-28
1253,1,0,4,0,-4
1254,0,0,35,0,-35
1255,0,0,34,0,-34
1256,1,1,556,1585,1029
1257,1,0,65,0,-65
1258,1,1,82,1619,1537
1259,0,0,24,0,-24
1260,1,0,64,0,-64
1261,1,0,12,0,-12
1262,0,0,67,0,-67
1263,0,0,27,0,-27
1264,0,0,49,0,-49
1265,0,0,38,0,-38
1266,1,1,64,1257,1193
1267,0,0,2,0,-2
1268,0,0,13,0,-13
1269,1,0,9,0,-9
1270,0,0,3,0,-3
1271,1,0,107,0,-107
1272,1,1,720,1529,809
1273,1,0,21,0,-21
1274,0,0,63,0,-63
1275,0,0,20,0,-20
1276,0,0,34,0,-34
1277,1,1,675,1390,715
1278,0,0,2,0,-2
1279,1,0,191,0,-191
1280,1,1,505,2486,1981
1281,0,0,46,0,-46
1282,1,1,767,1860,1093
1283,1,1,155,1588,1433
1284,1,0,5,0,-5
1285,0,0,30,0,-30
1286,1,0,64,0,-64
1287,1,1,476,1224,748
1288,0,0,32,0,-32
1289,1,1,164,1229,1065
1290,1,0,65,0,-65
1291,0,0,150,0,-150
1292,1,1,967,1211,244
1293,1,1,95,2526,2431
1294,1,1,784,7169,6385
1295,1,1,325,2611,2286
1296,1,1,2787,1254,-1533
1297,0,0,74,0,-74
1298,1,0,11,0,-11
1299,1,0,15,0,-15
1300,0,0,179,0,-179
1301,1,1,1039,1321,282
1302,0,0,41,0,-41
1303,1,0,102,0,-102
1304,1,0,14,0,-14
1305,0,0,8,0,-8
1306,0,0,20,0,-20
1307,1,1,564,2037,1473
1308,0,0,7,0,-7
1309,1,1,1542,1329,-213
1310,1,0,32,0,-32
1311,1,0,33,0,-33
1312,1,1,197,2335,2138
1313,1,1,856,2210,1354
1314,1,0,57,0,-57
1315,0,0,117,0,-117
1316,1,0,11,0,-11
1317,1,0,25,0,-25
1318,0,0,65,0,-65
1319,1,0,39,0,-39
1320,0,0,25,0,-25
1321,1,0,10,0,-10
1322,0,0,15,0,-15
1323,0,0,10,0,-10
1324,0,0,11,0,-11
1325,0,0,60,0,-60
1326,1,0,61,0,-61
1327,1,1,111,2276,2165
1328,1,1,1834,1233,-601
1329,0,0,34,0,-34
1330,0,0,7,0,-7
1331,1,1,7,1437,1430
1332,1,0,23,0,-23
1333,0,0,56,0,-56
1334,1,0,4,0,-4
1335,0,0,123,0,-123
1336,1,0,183,0,-183
1337,0,0,87,0,-87
1338,1,0,104,0,-104
1339,1,0,47,0,-47
1340,0,0,58,0,-58
1341,0,0,8,0,-8
1342,1,1,122,2201,2079
1343,0,0,35,0,-35
1344,1,1,820,1944,1124
1345,1,0,291,0,-291
1346,0,0,204,0,-204
1347,0,0,51,0,-51
1348,1,1,80,1207,1127
1349,1,1,1191,1374,183
1350,0,0,65,0,-65
1351,1,1,1011,2229,1218
1352,1,1,215,1650,1435
1353,1,1,1248,1994,746
1354,1,0,33,0,-33
1355,0,0,33,0,-33
1356,0,0,50,0,-50
1357,0,0,1,0,-1
1358,0,0,19,0,-19
1359,1,1,100,1226,1126
1360,0,0,138,0,-138
1361,1,1,389,1498,1109
1362,0,0,24,0,-24
1363,1,0,107,0,-107
1364,1,0,45,0,-45
1365,1,0,40,0,-40
1366,1,1,101,2186,2085
1367,0,0,3,0,-3
1368,1,0,14,0,-14
1369,0,0,15,0,-15
1370,0,0,86,0,-86
1371,1,1,166,1263,1097
1372,1,0,13,0,-13
1373,1,1,993,1373,380
1374,0,0,27,0,-27
1375,0,0,11,0,-11
1376,0,0,4,0,-4
1377,1,1,585,1533,948
1378,1,0,43,0,-43
1379,1,1,735,1219,484
1380,1,0,29,0,-29
1381,1,1,151,1553,1402
1382,1,0,19,0,-19
1383,1,0,64,0,-64
1384,1,1,286,1271,985
1385,1,0,63,0,-63
1386,0,0,19,0,-19
1387,1,0,190,0,-190
1388,1,1,821,1269,448
1389,1,1,2486,2270,-216
1390,0,0,60,0,-60
1391,0,0,22,0,-22
1392,0,0,31,0,-31
1393,1,0,161,0,-161
1394,0,0,2,0,-2
1395,1,1,252,1457,1205
1396,1,0,22,0,-22
1397,1,0,22,0,-22
1398,0,0,123,0,-123
1399,0,0,107,0,-107
1400,1,0,24,0,-24
1401,0,0,20,0,-20
1402,0,0,30,0,-30
1403,0,0,111,0,-111
1404,0,0,46,0,-46
1405,1,0,65,0,-65
1406,1,0,8,0,-8
1407,1,1,750,2614,1864
1408,0,0,32,0,-32
1409,0,0,4,0,-4
1410,1,0,33,0,-33
1411,1,0,36,0,-36
1412,1,0,50,0,-50
1413,1,1,178,1426,1248
1414,1,0,60,0,-60
1415,0,0,26,0,-26
1416,1,1,522,2241,1719
1417,1,0,47,0,-47
1418,1,0,47,0,-47
1419,1,1,514,1593,1079
1420,1,1,161,2551,2390
1421,1,1,131,1305,1174
1422,0,0,58,0,-58
1423,0,0,60,0,-60
1424,0,0,151,0,-151
1425,1,0,5,0,-5
1426,1,1,169,2157,1988
1427,0,0,3,0,-3
1428,1,0,58,0,-58
1429,1,1,103,1242,1139
1430,1,0,7,0,-7
1431,1,0,5,0,-5
1432,1,0,49,0,-49
1433,1,0,33,0,-33
1434,1,0,122,0,-122
1435,1,0,4,0,-4
1436,1,1,99,1260,1161
1437,0,0,35,0,-35
1438,0,0,33,0,-33
1439,1,0,8,0,-8
1440,0,0,10,0,-10
1441,1,0,49,0,-49
1442,0,0,3,0,-3
1443,0,0,36,0,-36
1444,1,1,213,2267,2054
1445,0,0,75,0,-75
1446,0,0,48,0,-48
1447,0,0,59,0,-59
1448,0,0,35,0,-35
1449,1,1,1209,1584,375
1450,0,0,34,0,-34
1451,0,0,97,0,-97
1452,1,1,1347,1282,-65
1453,1,1,424,3149,2725
1454,1,1,43,1723,1680
1455,1,1,598,1257,659
1456,1,1,3348,2031,-1317
1457,1,1,506,1228,722
1458,0,0,3,0,-3
1459,1,1,29,1201,1172
1460,1,0,19,0,-19
1461,1,0,76,0,-76
1462,1,0,16,0,-16
1463,0,0,63,0,-63
1464,1,1,1161,1257,96
1465,1,1,1065,1211,146
1466,1,1,1398,1392,-6
1467,0,0,84,0,-84
1468,1,0,140,0,-140
1469,1,1,261,1356,1095
1470,1,1,490,2955,2465
1471,0,0,35,0,-35
1472,0,0,97,0,-97
1473,1,1,67,1725,1658
1474,1,1,1356,2584,1228
1475,0,0,5,0,-5
1476,1,0,246,0,-246
1477,1,1,770,1338,568
1478,1,0,21,0,-21
1479,0,0,21,0,-21
1480,0,0,15,0,-15
1481,0,0,60,0,-60
1482,1,0,63,0,-63
1483,0,0,24,0,-24
1484,0,0,90,0,-90
1485,0,0,1,0,-1
1486,0,0,27,0,-27
1487,1,1,498,1382,884
1488,0,0,24,0,-24
1489,1,0,156,0,-156
1490,1,1,634,1277,643
1491,0,0,15,0,-15
1492,1,0,2,0,-2
1493,1,0,31,0,-31
1494,1,0,74,0,-74
1495,1,0,55,0,-55
1496,0,0,10,0,-10
1497,0,0,24,0,-24
1498,1,0,34,0,-34
1499,0,0,208,0,-208
1500,1,0,87,0,-87
1501,1,1,703,1284,581
1502,1,0,29,0,-29
1503,1,1,294,1860,1566
1504,1,0,7,0,-7
1505,1,0,31,0,-31
1506,0,0,62,0,-62
1507,1,1,3542,1272,-2270
1508,0,0,47,0,-47
1509,1,1,1145,1261,116
1510,1,1,570,1859,1289
1511,1,1,534,1240,706
1512,1,0,113,0,-113
1513,0,0,3,0,-3
1514,0,0,23,0,-23
1515,1,1,315,1228,913
1516,1,0,20,0,-20
1517,1,0,8,0,-8
1518,0,0,75,0,-75
1519,0,0,49,0,-49
1520,0,0,9,0,-9
1521,1,1,494,1440,946
1522,0,0,23,0,-23
1523,1,0,141,0,-141
1524,1,0,32,0,-32
1525,0,0,52,0,-52
1526,0,0,18,0,-18
1527,0,0,8,0,-8
1528,0,0,86,0,-86
1529,1,0,13,0,-13
1530,1,1,161,1593,1432
1531,0,0,44,0,-44
1532,0,0,19,0,-19
1533,1,0,0,0,0
1534,1,0,36,0,-36
1535,1,1,518,1253,735
1536,0,0,1,0,-1
1537,1,1,129,3031,2902
1538,0,0,105,0,-105
1539,1,0,39,0,-39
1540,0,0,14,0,-14
1541,0,0,9,0,-9
1542,0,0,50,0,-50
1543,1,0,2,0,-2
1544,0,0,44,0,-44
1545,1,1,983,1658,675
1546,0,0,6,0,-6
1547,0,0,6,0,-6
1548,1,0,0,0,0
1549,1,0,88,0,-88
1550,0,0,81,0,-81
1551,0,0,153,0,-153
1552,0,0,24,0,-24
1553,1,0,45,0,-45
1554,1,1,147,1215,1068
1555,0,0,145,0,-145
1556,0,0,4,0,-4
1557,1,1,147,1491,1344
1558,1,1,1061,1713,652
1559,0,0,22,0,-22
1560,1,0,4,0,-4
1561,1,0,7,0,-7
1562,0,0,34,0,-34
1563,1,1,521,2709,2188
1564,1,0,39,0,-39
1565,1,0,18,0,-18
1566,0,0,44,0,-44
1567,1,0,60,0,-60
1568,1,1,216,1597,1381
1569,1,0,47,0,-47
1570,1,0,51,0,-51
1571,1,0,92,0,-92
1572,1,0,76,0,-76
1573,1,0,113,0,-113
1574,0,0,45,0,-45
1575,1,0,7,0,-7
1576,1,1,267,1786,1519
1577,1,1,182,1690,1508
1578,1,0,42,0,-42
1579,0,0,26,0,-26
1580,1,1,415,1229,814
1581,1,1,1904,1644,-260
1582,1,1,884,1215,331
1583,1,0,10,0,-10
1584,1,0,98,0,-98
1585,1,1,402,2205,1803
1586,1,0,6,0,-6
1587,1,0,45,0,-45
1588,0,0,1,0,-1
1589,0,0,62,0,-62
1590,0,0,4,0,-4
1591,1,1,1495,1601,106
1592,1,0,13,0,-13
1593,0,0,99,0,-99
1594,1,0,11,0,-11
1595,0,0,84,0,-84
1596,1,0,6,0,-6
1597,1,0,44,0,-44
1598,0,0,35,0,-35
1599,1,0,100,0,-100
1600,0,0,50,0,-50
1601,1,0,4,0,-4
1602,0,0,87,0,-87
1603,1,0,25,0,-25
1604,0,0,6,0,-6
1605,0,0,8,0,-8
1606,1,1,1504,1533,29
1607,0,0,45,0,-45
1608,0,0,55,0,-55
1609,0,0,90,0,-90
1610,1,0,103,0,-103
1611,1,0,181,0,-181
1612,0,0,41,0,-41
1613,0,0,85,0,-85
1614,1,1,228,1240,1012
1615,1,0,22,0,-22
1616,0,0,14,0,-14
1617,0,0,12,0,-12
1618,1,1,694,2466,1772
1619,0,0,12,0,-12
1620,0,0,9,0,-9
1621,1,0,57,0,-57
1622,0,0,104,0,-104
1623,0,0,34,0,-34
1624,0,0,5,0,-5
1625,1,0,56,0,-56
1626,0,0,19,0,-19
1627,0,0,90,0,-90
1628,1,0,62,0,-62
1629,0,0,9,0,-9
1630,1,1,193,1298,1105
1631,0,0,6,0,-6
1632,1,0,154,0,-154
1633,1,0,48,0,-48
1634,1,1,269,1762,1493
1635,1,1,192,1524,1332
1636,1,1,251,1646,1395
1637,1,0,2,0,-2
1638,0,0,68,0,-68
1639,1,1,1520,1575,55
1640,0,0,70,0,-70
1641,1,0,9,0,-9
1642,1,1,544,2143,1599
1643,1,0,7,0,-7
1644,1,0,135,0,-135
1645,1,0,15,0,-15
1646,1,1,220,1206,986
1647,1,1,202,1448,1246
1648,0,0,85,0,-85
1649,1,0,62,0,-62
1650,1,1,122,2260,2138
1651,1,0,217,0,-217
1652,1,0,128,0,-128
1653,1,0,8,0,-8
1654,0,0,3,0,-3
1655,1,1,165,1394,1229
1656,1,1,6,1665,1659
1657,1,0,45,0,-45
1658,1,0,31,0,-31
1659,1,1,533,1279,746
1660,1,0,18,0,-18
1661,0,0,13,0,-13
1662,1,1,32,1596,1564
1663,0,0,25,0,-25
1664,1,0,29,0,-29
1665,1,0,24,0,-24
1666,1,0,69,0,-69
1667,1,0,5,0,-5
1668,1,1,582,1505,923
1669,1,0,12,0,-12
1670,1,1,69,1627,1558
1671,1,0,68,0,-68
1672,1,0,68,0,-68
1673,1,1,206,1307,1101
1674,1,0,24,0,-24
1675,1,1,312,1329,1017
1676,0,0,15,0,-15
1677,1,0,91,0,-91
1678,1,1,812,1918,1106
1679,0,0,52,0,-52
1680,1,0,47,0,-47
1681,1,0,0,0,0
1682,1,0,134,0,-134
1683,1,0,28,0,-28
1684,0,0,78,0,-78
1685,0,0,38,0,-38
1686,0,0,47,0,-47
1687,1,1,30,1667,1637
1688,0,0,92,0,-92
1689,1,1,759,3080,2321
1690,0,0,38,0,-38
1691,1,0,8,0,-8
1692,1,0,54,0,-54
1693,1,1,782,1826,1044
1694,0,0,37,0,-37
1695,1,1,299,1309,1010
1696,1,0,14,0,-14
1697,1,0,46,0,-46
1698,0,0,22,0,-22
1699,0,0,59,0,-59
1700,0,0,44,0,-44
1701,1,0,34,0,-34
1702,0,0,21,0,-21
1703,1,1,306,1292,986
1704,1,1,30,1207,1177
1705,1,1,136,1476,1340
1706,1,0,26,0,-26
1707,0,0,79,0,-79
1708,1,0,2,0,-2
1709,1,1,47,1509,1462
1710,0,0,16,0,-16
1711,1,1,377,1281,904
1712,1,1,402,1584,1182
1713,1,0,60,0,-60
1714,0,0,22,0,-22
1715,0,0,16,0,-16
1716,0,0,142,0,-142
1717,1,1,364,1353,989
1718,1,0,64,0,-64
1719,1,0,47,0,-47
1720,1,0,32,0,-32
1721,1,1,777,1202,425
1722,0,0,9,0,-9
1723,1,1,91,1320,1229
1724,1,1,40,2884,2844
1725,0,0,2,0,-2
1726,1,1,1589,1647,58
1727,1,0,5,0,-5
1728,1,0,5,0,-5
1729,1,0,38,0,-38
1730,1,0,50,0,-50
1731,1,1,251,2076,1825
1732,1,0,9,0,-9
1733,1,1,2182,1619,-563
1734,1,0,366,0,-366
1735,1,0,8,0,-8
1736,0,0,11,0,-11
1737,1,0,33,0,-33
1738,1,1,1983,1577,-406
1739,1,1,923,1495,572
1740,1,0,25,0,-25
1741,1,0,110,0,-110
1742,1,0,11,0,-11
1743,1,0,42,0,-42
1744,1,0,17,0,-17
1745,0,0,0,0,0
1746,1,0,23,0,-23
1747,1,0,52,0,-52
1748,0,0,39,0,-39
1749,1,0,0,0,0
1750,0,0,95,0,-95
1751,0,0,38,0,-38
1752,1,1,78,1215,1137
1753,1,1,138,1669,1531
1754,1,1,1572,1367,-205
1755,0,0,100,0,-100
1756,1,1,100,1353,1253
1757,1,0,42,0,-42
1758,0,0,64,0,-64
1759,1,1,101,1848,1747
1760,1,1,2067,1334,-733
1761,1,0,3,0,-3
1762,0,0,61,0,-61
1763,1,0,4,0,-4
1764,1,1,1707,1306,-401
1765,1,0,28,0,-28
1766,1,1,355,1331,976
1767,0,0,27,0,-27
1768,1,0,40,0,-40
1769,1,0,48,0,-48
1770,1,0,38,0,-38
1771,0,0,32,0,-32
1772,1,1,936,1497,561
1773,1,1,461,1398,937
1774,0,0,7,0,-7
1775,1,0,96,0,-96
1776,0,0,153,0,-153
1777,0,0,110,0,-110
1778,0,0,53,0,-53
1779,0,0,46,0,-46
1780,1,0,210,0,-210
1781,1,1,403,1445,1042
1782,1,1,1033,1211,178
1783,1,0,102,0,-102
1784,1,1,650,1244,594
1785,0,0,20,0,-20
1786,1,0,62,0,-62
1787,0,0,9,0,-9
1788,0,0,34,0,-34
1789,0,0,126,0,-126
1790,1,0,71,0,-71
1791,0,0,8,0,-8
1792,1,1,496,1424,928
1793,1,0,4,0,-4
1794,1,0,117,0,-117
1795,0,0,13,0,-13
1796,0,0,244,0,-244
1797,0,0,9,0,-9
1798,1,0,136,0,-136
1799,1,1,1514,1757,243
1800,1,0,14,0,-14
1801,1,0,20,0,-20
1802,1,1,607,1322,715
1803,0,0,11,0,-11
1804,1,0,24,0,-24
1805,0,0,88,0,-88
1806,0,0,18,0,-18
1807,0,0,112,0,-112
1808,1,1,39,1208,1169
1809,1,1,993,1605,612
1810,1,1,28,1267,1239
1811,0,0,22,0,-22
1812,0,0,44,0,-44
1813,1,0,16,0,-16
1814,1,0,277,0,-277
1815,0,0,65,0,-65
1816,0,0,58,0,-58
1817,1,0,47,0,-47
1818,0,0,38,0,-38
1819,0,0,7,0,-7
1820,1,0,13,0,-13
1821,1,0,11,0,-11
1822,0,0,32,0,-32
1823,0,0,83,0,-83
1824,1,1,663,2024,1361
1825,1,0,26,0,-26
1826,1,0,215,0,-215
1827,0,0,88,0,-88
1828,1,0,24,0,-24
1829,1,1,271,1599,1328
1830,1,0,1,0,-1
1831,1,0,159,0,-159
1832,1,1,19,1349,1330
1833,1,1,90,1293,1203
1834,0,0,38,0,-38
1835,0,0,42,0,-42
1836,1,0,41,0,-41
1837,0,0,42,0,-42
1838,0,0,13,0,-13
1839,1,0,0,0,0
1840,1,0,56,0,-56
1841,1,1,22,3453,3431
1842,1,1,855,1603,748
1843,1,1,114,1300,1186
1844,1,0,144,0,-144
1845,1,0,12,0,-12
1846,0,0,161,0,-161
1847,1,0,68,0,-68
1848,0,0,20,0,-20
1849,1,0,95,0,-95
1850,0,0,99,0,-99
1851,0,0,7,0,-7
1852,1,1,1200,1537,337
1853,1,1,408,1346,938
1854,1,0,14,0,-14
1855,0,0,87,0,-87
1856,0,0,49,0,-49
1857,0,0,14,0,-14
1858,0,0,44,0,-44
1859,1,0,21,0,-21
1860,0,0,7,0,-7
1861,1,1,285,1696,1411
1862,0,0,88,0,-88
1863,1,1,174,1443,1269
1864,0,0,67,0,-67
1865,0,0,69,0,-69
1866,0,0,119,0,-119
1867,0,0,292,0,-292
1868,1,1,114,1292,1178
1869,0,0,37,0,-37
1870,0,0,330,0,-330
1871,1,1,141,1368,1227
1872,1,1,524,1268,744
1873,0,0,35,0,-35
1874,1,1,955,1287,332
1875,0,0,6,0,-6
1876,1,1,1132,1356,224
1877,1,0,28,0,-28
1878,0,0,89,0,-89
1879,0,0,11,0,-11
1880,1,1,857,1303,446
1881,1,1,718,1403,685
1882,1,1,103,1232,1129
1883,0,0,23,0,-23
1884,1,0,32,0,-32
1885,1,0,14,0,-14
1886,1,0,13,0,-13
1887,1,1,533,1605,1072
1888,0,0,20,0,-20
1889,0,0,12,0,-12
1890,1,0,8,0,-8
1891,1,0,22,0,-22
1892,1,1,432,1491,1059
1893,0,0,86,0,-86
1894,1,0,38,0,-38
1895,1,0,10,0,-10
1896,1,0,28,0,-28
1897,0,0,14,0,-14
1898,0,0,36,0,-36
1899,1,1,1759,1410,-349
1900,1,0,20,0,-20
1901,0,0,22,0,-22
1902,1,1,52,3211,3159
1903,0,0,15,0,-15
1904,1,1,230,1218,988
1905,1,1,620,1485,865
1906,0,0,101,0,-101
1907,0,0,5,0,-5
1908,1,0,32,0,-32
1909,1,1,1294,1215,-79
1910,1,1,39,1250,1211
1911,1,0,117,0,-117
1912,1,1,104,1350,1246
1913,0,0,36,0,-36
1914,1,0,5,0,-5
1915,1,1,222,1593,1371
1916,0,0,73,0,-73
1917,0,0,57,0,-57
1918,0,0,4,0,-4
1919,0,0,199,0,-199
1920,1,0,5,0,-5
1921,0,0,245,0,-245
1922,0,0,79,0,-79
1923,1,1,237,1261,1024
1924,0,0,51,0,-51
1925,1,0,24,0,-24
1926,0,0,27,0,-27
1927,1,0,44,0,-44
1928,0,0,21,0,-21
1929,1,0,38,0,-38
1930,1,1,649,1217,568
1931,1,1,384,1223,839
1932,1,0,5,0,-5
1933,1,1,85,1342,1257
1934,1,0,25,0,-25
1935,0,0,95,0,-95
1936,0,0,2,0,-2
1937,1,1,499,1241,742
1938,0,0,8,0,-8
1939,0,0,22,0,-22
1940,1,1,194,1206,1012
1941,0,0,49,0,-49
1942,1,0,0,0,0
1943,1,0,25,0,-25
1944,1,0,24,0,-24
1945,1,1,620,2013,1393
1946,0,0,2,0,-2
1947,1,0,223,0,-223
1948,0,0,132,0,-132
1949,0,0,8,0,-8
1950,1,1,393,1342,949
1951,1,1,88,1390,1302
1952,0,0,136,0,-136
1953,1,0,6,0,-6
1954,1,1,181,1452,1271
1955,1,0,24,0,-24
1956,1,0,19,0,-19
1957,1,1,201,2003,1802
1958,1,1,503,1279,776
1959,1,0,10,0,-10
1960,1,1,261,1855,1594
1961,1,1,319,1340,1021
1962,1,1,2579,1490,-1089
1963,1,0,36,0,-36
1964,1,1,1911,4983,3072
1965,0,0,12,0,-12
1966,1,1,399,1332,933
1967,1,0,3,0,-3
1968,0,0,24,0,-24
1969,1,1,500,1783,1283
1970,1,1,684,1408,724
1971,1,0,99,0,-99
1972,0,0,51,0,-51
1973,0,0,12,0,-12
1974,1,1,1036,1275,239
1975,1,1,2291,1449,-842
1976,0,0,37,0,-37
1977,1,0,17,0,-17
1978,0,0,9,0,-9
1979,0,0,8,0,-8
1980,1,1,1585,1322,-263
1981,1,0,58,0,-58
1982,1,0,133,0,-133
1983,1,1,260,1686,1426
1984,1,0,88,0,-88
1985,1,0,259,0,-259
1986,0,0,73,0,-73
1987,0,0,21,0,-21
1988,1,0,157,0,-157
1989,1,1,78,1378,1300
1990,0,0,36,0,-36
1991,0,0,42,0,-42
1992,1,0,55,0,-55
1993,0,0,14,0,-14
1994,1,1,682,2041,1359
1995,0,0,26,0,-26
1996,0,0,15,0,-15
1997,0,0,3,0,-3
1998,0,0,51,0,-51
1999,1,0,25,0,-25
2000,1,0,82,0,-82
2001,0,0,66,0,-66
2002,0,0,39,0,-39
2003,0,0,78,0,-78
2004,1,1,188,1677,1489
2005,0,0,143,0,-143
2006,0,0,41,0,-41
2007,0,0,106,0,-106
2008,0,0,134,0,-134
2009,0,0,136,0,-136
2010,0,0,46,0,-46
2011,1,1,46,1447,1401
2012,0,0,75,0,-75
2013,0,0,35,0,-35
2014,0,0,51,0,-51
2015,1,0,14,0,-14
2016,0,0,20,0,-20
2017,0,0,55,0,-55
2018,1,1,114,1334,1220
2019,1,1,933,1326,393
2020,1,0,14,0,-14
2021,1,0,56,0,-56
2022,0,0,93,0,-93
2023,0,0,85,0,-85
2024,0,0,56,0,-56
2025,0,0,1,0,-1
2026,1,0,51,0,-51
2027,1,0,28,0,-28
2028,0,0,67,0,-67
2029,1,0,49,0,-49
2030,0,0,24,0,-24
