ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1793,33,25814.113943104516,0.0056821935907697095,1,1397,11862,1868,12333
1794,36,21782.77378755092,0.08205641960899122,1,215,6662,1591,8038
1795,74,42881.1620330764,0.21321634858180488,0,67,0,0,-67
1796,56,24777.03844860003,0.23914794388015123,0,11,0,0,-11
1797,37,20996.211080761015,0.11030344112413915,0,156,0,0,-156
1798,21,69641.35838020527,0.039682812331256846,1,122,7448,2211,9537
1799,37,20549.01205161681,0.0439803268688859,1,414,6110,1343,7039
1800,37,62574.891750936404,0.037667019151784754,1,158,5788,1484,7114
1801,57,24586.925338469286,0.07579574990466861,1,530,5638,1663,6771
1802,56,27831.08165276918,0.026407575400828498,1,626,5301,1590,6265
1803,68,24912.607894946443,0.1604662176803359,1,993,5487,1600,6094
1804,27,20308.331801695254,0.13636686390543948,1,227,9864,1456,11093
1805,63,26486.2879131633,0.025110779098953824,0,17,0,0,-17
1806,65,23172.407143430344,0.027777076040448875,1,443,5459,1357,6373
1807,54,27509.176083764785,0.24658590115968315,1,362,6508,1368,7514
1808,42,47340.184822465504,0.2270129147589603,1,125,6800,1878,8553
1809,48,77831.52335023387,0.0150896549400623,1,101,9591,1944,11434
1810,59,28229.59734928241,0.21345529143651926,1,220,58421,1862,60063
1811,29,38582.73122243907,0.03211879904823467,1,933,8122,1556,8745
1812,48,74009.61594963193,0.06299510989004294,1,85,5797,1469,7181
1813,59,21328.831341419576,0.1790925763656966,1,144,5716,1482,7054
1814,34,21795.073843918457,0.12874757711580764,1,946,32146,1345,32545
1815,36,21007.658590662915,0.09162647280150124,1,433,5778,1568,6913
1816,58,58104.42222879953,0.17639343326970783,1,259,5843,2495,8079
1817,26,41861.96750672386,0.047739148885648834,1,281,5743,1808,7270
1818,23,59520.64633452704,0.005376900222196948,0,10,0,0,-10
1819,28,25945.483971293754,0.4010000754607007,0,20,0,0,-20
1820,34,22078.088254031674,0.1554537460135071,1,156,7108,1560,8512
1821,33,24757.279626263025,0.10095356089500433,0,1,0,0,-1
1822,24,31502.59493962368,0.15105711537623856,1,124,20629,1901,22406
1823,58,29694.186258173024,0.04037044696521769,1,1198,8646,2115,9563
1824,53,28622.62829698564,0.08482570518908525,1,198,5410,1557,6769
1825,60,20053.892243317998,0.06319359173014182,1,203,9653,1527,10977
1826,25,43776.787672886545,0.1516883117691056,1,213,8450,2177,10414
1827,25,20606.500086070922,0.012033099082868924,1,1395,7282,1353,7240
1828,40,23668.40701789456,0.12385248396959142,0,69,0,0,-69
1829,33,23615.096419905993,0.1409710993454049,1,776,11967,1632,12823
1830,37,38366.15557521994,0.16318631928373403,1,643,18059,3244,20660
1831,58,22446.468598561652,0.15980601882923426,0,40,0,0,-40
1832,18,21210.11499694039,0.17636550396958509,1,401,11818,2794,14211
1833,30,64689.68602754823,0.23524892962171307,1,394,15823,1757,17186
1834,21,34644.66899450189,0.16513051334248968,0,44,0,0,-44
1835,64,23289.07931943741,0.11102346393981259,1,985,6693,2589,8297
1836,18,20290.076033531255,0.22972083790106626,1,1145,5796,1570,6221
1837,60,23750.81376569762,0.19913383978969978,0,9,0,0,-9
1838,67,20218.769239141533,0.12140826652182941,1,761,6512,1351,7102
1839,72,30132.522009564702,0.08327638607650902,0,13,0,0,-13
1840,20,20128.97240945843,0.07490528420881376,1,298,7130,1516,8348
1841,42,20459.449685567077,0.09214808161652212,1,244,10549,1913,12218
1842,22,20368.35116180338,0.044484295975951056,1,745,6871,12649,18775
1843,24,22430.139925156833,0.10790078559580137,1,627,49366,3520,52259
1844,31,22124.580180785295,0.05595401479236128,0,40,0,0,-40
1845,34,20240.373449895396,0.24133556308341236,0,201,0,0,-201
1846,44,29915.418156197822,0.08867956766115533,0,104,0,0,-104
1847,51,22511.570774703338,0.3915833155876283,0,118,0,0,-118
1848,39,20397.46662912114,0.06411171260513562,0,10,0,0,-10
1849,42,22548.916900998698,0.043396660282680466,1,2909,12323,1772,11186
1850,26,25393.52659612421,0.23644085725029934,1,138,5351,1341,6554
1851,60,21719.33474670095,0.044844366675172616,1,120,9080,1334,10294
1852,38,39697.55750633433,0.23259644368878607,1,298,5511,2301,7514
1853,22,37329.74631038327,0.025513150617063333,0,48,0,0,-48
1854,26,36406.07651626109,0.27556693782336655,0,157,0,0,-157
1855,18,25703.055512946852,0.08613127813385259,1,339,19399,1912,20972
1856,21,21110.803378277004,0.0690022635300281,0,96,0,0,-96
1857,19,25983.999088585693,0.0568987819907634,1,709,6829,1533,7653
1858,67,23775.36939482263,0.10602365358901987,1,698,6921,1505,7728
1859,20,32394.38557040907,0.020138281171096045,1,376,5742,1939,7305
1860,42,29622.41121118417,0.06097665599941472,1,555,6800,1874,8119
1861,29,37273.71016704737,0.00696845534961057,1,163,7559,2142,9538
1862,42,28058.69595515512,0.25070176971704927,1,1082,6986,3465,9369
1863,56,55786.41815367439,0.27171167052819356,1,377,6498,1786,7907
1864,20,20931.891068546003,0.009265315953191718,1,429,10627,1722,11920
1865,58,57669.59449502383,0.016799511947988264,1,510,7100,6534,13124
1866,20,27350.12754858364,0.048869471495224165,0,151,0,0,-151
1867,46,21126.524764154092,0.13004084234181867,1,216,7940,1448,9172
1868,24,21871.033859630945,0.28203273456621014,0,112,0,0,-112
1869,24,22919.348439843827,0.2218360211227127,0,20,0,0,-20
1870,58,22078.558210126466,0.0735395930164912,0,125,0,0,-125
1871,66,57138.75669735137,0.015596611081583058,1,265,5278,2772,7785
1872,34,22316.976172220224,0.053844905835720804,0,10,0,0,-10
1873,70,21381.4611019856,0.004009283785418951,1,153,6467,1335,7649
1874,38,32488.936697058372,0.34232783915705733,1,1516,6767,1373,6624
1875,48,22263.324936857334,0.11542277644594177,0,91,0,0,-91
1876,26,20308.980113526402,0.21703950725037915,0,49,0,0,-49
1877,69,28293.305957369514,0.162251142469425,1,131,8639,1427,9935
1878,29,58680.194947968106,0.0795647555254771,1,1290,6163,1665,6538
1879,60,21899.43136232511,0.11281206795784374,1,555,5968,1410,6823
1880,45,21458.01623065777,0.07624871380338452,1,677,6153,9034,14510
1881,20,21683.15562068236,0.04940890702591741,1,491,11096,2100,12705
1882,27,22951.901572739967,0.011496520001577134,0,5,0,0,-5
1883,55,38613.82928263788,0.023037113819153115,1,10,9961,1459,11410
1884,49,29375.891282868168,0.304151923062338,0,28,0,0,-28
1885,33,37392.67812912138,0.19829353150576365,1,267,8174,2124,10031
1886,22,20858.252293921687,0.014472557779511348,1,186,5266,1393,6473
1887,34,21153.535744831508,0.13097105575389784,0,62,0,0,-62
1888,30,24859.136391447264,0.39412602300336946,0,44,0,0,-44
1889,73,21793.5426279975,0.3601669372069277,0,10,0,0,-10
1890,49,25446.762546003036,0.07678305972447715,1,325,8497,1578,9750
1891,28,35092.96090032911,0.035689251812103064,1,288,9087,1740,10539
1892,18,23886.662729291034,0.022776383286229135,1,575,5639,1438,6502
1893,23,41117.777376070924,0.11985488026326448,0,16,0,0,-16
1894,57,20072.6475604918,0.09670870207441579,1,433,17072,1915,18554
1895,29,28477.384298131285,0.00017420798979635619,0,3,0,0,-3
1896,54,26339.263463183524,0.07530303136275053,1,403,5884,1542,7023
1897,19,22992.326495787056,0.3326235458212663,1,1230,22946,1716,23432
1898,26,27253.303116302184,0.03184362105756931,1,915,9058,1545,9688
1899,35,22989.46367869847,0.1318471837495607,1,92,10290,2639,12837
1900,25,44831.57072570627,0.01889475073417112,1,309,8541,2351,10583
1901,32,23868.90201905575,0.06551390659278883,1,383,6815,1353,7785
1902,68,47527.66903058826,0.04255381539273407,1,225,24129,1354,25258
1903,38,33308.9232599834,0.03517253965593376,1,348,5817,1534,7003
1904,38,31087.173798900934,0.32122617235235834,1,320,8845,2589,11114
1905,30,21272.82497038283,0.015077532512060099,1,1503,21748,2445,22690
1906,22,20055.792102131207,0.017648220586202495,1,533,5634,2665,7766
1907,48,50914.07949181686,0.14787217236674893,1,118,6302,1549,7733
1908,25,22665.312762175516,0.17414435473088608,1,261,10355,1343,11437
1909,30,65198.164712681966,0.19879259657701226,1,188,10227,1462,11501
1910,49,63836.599036459054,0.012152948011010977,1,886,7233,1594,7941
1911,44,37161.13362178334,0.14141162439119057,1,1315,5764,2286,6735
1912,21,27403.77444245104,0.06447370538781085,1,837,6426,2638,8227
1913,74,20037.888448984628,0.006228188765462259,1,203,9057,2411,11265
1914,44,38970.30480439249,0.04834559195329903,1,167,8744,1725,10302
1915,45,64787.579194518665,0.31373597583657603,1,469,5499,1713,6743
1916,27,20830.22609833522,0.0874037338127571,0,11,0,0,-11
1917,24,29295.501372947074,0.008934648469567685,1,40,13513,4756,18229
1918,18,33452.96550114653,0.18032376322319166,1,481,14197,1525,15241
1919,69,29276.373223803803,0.10535641896460145,1,211,7924,3440,11153
1920,23,26410.28644346386,0.02845187667910264,1,291,7293,1630,8632
1921,43,27941.448243946197,0.10139937081919176,0,7,0,0,-7
1922,18,21671.810999385954,0.2366712792290225,1,344,6497,1458,7611
1923,23,32624.28568635173,0.20060728436853684,0,16,0,0,-16
1924,44,59340.056204393484,0.0333742673311325,1,1675,5549,2183,6057
1925,19,23569.940362842688,0.025143536278595818,1,911,8699,1388,9176
1926,34,22918.445107322095,0.16848689716767734,1,1566,10415,1639,10488
1927,71,23744.71680801346,0.1757416304923872,0,18,0,0,-18
1928,40,29923.024332926503,0.11528443118901642,1,250,6226,1525,7501
1929,40,26448.039230464936,0.01436907358842263,1,689,6418,1337,7066
1930,51,21382.320102923917,0.026780624111196277,1,571,8027,2497,9953
1931,24,23934.82307776861,0.02729238338672005,1,763,6258,1602,7097
1932,72,31072.85512390552,0.11728762380913285,1,249,7016,1783,8550
1933,46,24074.62418629918,0.029962661777559876,1,895,8362,1904,9371
1934,34,49372.45697332661,0.2878763837802111,0,7,0,0,-7
1935,69,20731.212009205916,0.11332068304318542,0,54,0,0,-54
1936,23,26430.943170907656,0.009263023678627072,1,400,6179,1726,7505
1937,34,21590.64052620084,0.572967048094228,0,27,0,0,-27
1938,24,35585.12302583185,0.049333616881620586,1,185,5836,1349,7000
1939,36,26698.23434847723,0.2793772161645767,1,42,25796,1656,27410
1940,30,20564.384870290414,0.007526776568587703,1,1432,6319,1658,6545
1941,27,22363.122067119875,0.02063248307999266,1,256,6540,1921,8205
1942,44,26392.974507277235,0.028252195502976973,1,887,5764,1459,6336
1943,52,31185.516481312527,0.5888239064882858,1,49,10488,2424,12863
1944,37,33397.622852471664,0.19063678460077801,1,624,19583,1623,20582
1945,29,28703.186088460956,0.01507285694841768,1,144,8953,1592,10401
1946,41,38821.14381969086,0.10313105926427588,1,51,8116,2421,10486
1947,34,29330.930015844897,0.029123888937317426,0,45,0,0,-45
1948,44,22887.399911556295,0.22132567841139494,0,137,0,0,-137
1949,35,23434.689697536185,0.08870132162206207,0,47,0,0,-47
1950,60,34880.8880276477,0.02755479286194223,1,257,6251,5159,11153
1951,20,26116.530627377582,0.06330860652548778,1,1913,5537,4758,8382
1952,32,22112.649117674406,0.003041912591466231,1,209,7557,1657,9005
1953,19,20432.792671392275,0.21254941217438564,1,428,10913,1394,11879
1954,30,28672.5681530518,0.039557432547944964,1,320,8034,1691,9405
1955,54,20723.608445547627,0.17900905621669533,1,435,5677,1845,7087
1956,22,20752.19142179502,0.1727363922538732,0,75,0,0,-75
1957,25,38055.26415424324,0.21294427419751105,1,1214,21066,1500,21352
1958,49,22880.152302089657,0.05440393859620872,1,6,13756,2458,16208
1959,50,29701.559059860316,0.08007188630541659,1,264,12387,2163,14286
1960,33,24370.470808762584,0.0166099514706088,1,939,6754,1427,7242
1961,73,34322.96638307488,0.2983465863157266,0,10,0,0,-10
1962,58,20375.159038046448,0.05481658350557853,1,121,7124,1947,8950
1963,26,30947.68505845385,0.13403510889548828,1,43,6261,1375,7593
1964,63,20448.203850443733,0.16520536610293335,1,47,10741,1624,12318
1965,48,33573.984964809264,0.033224784705754316,1,187,6245,1679,7737
1966,21,20749.477218427153,0.3358857803168064,1,619,5331,1512,6224
1967,27,35950.680938179066,0.15122140753528662,0,54,0,0,-54
1968,20,29471.464717014085,0.10722954529419768,0,10,0,0,-10
1969,31,27788.43978240402,0.11562059641141005,1,816,12643,2048,13875
1970,67,21968.70861524177,0.25174273116784,0,10,0,0,-10
1971,68,24854.08528189829,0.2678445606017316,0,58,0,0,-58
1972,39,32165.25238450309,0.40926046851157494,0,29,0,0,-29
1973,56,21409.903298963396,0.018556505203144395,1,1077,11760,2221,12904
1974,24,20173.29887571895,0.36266457923941353,1,99,7905,1618,9424
1975,30,22754.323712563673,0.057016279983407504,1,322,39285,1661,40624
1976,72,21303.914715503277,0.16746088028624598,1,407,10848,1768,12209
1977,19,21649.61690807187,0.03712737831979732,0,51,0,0,-51
1978,39,23043.96932494793,0.16488491235206898,1,831,11812,1704,12685
1979,46,43592.30322154586,0.045497094670750984,0,13,0,0,-13
1980,59,59332.3259894417,0.039242173779891226,1,203,5584,1472,6853
1981,25,24332.599287226134,0.12005860339303599,1,28,7247,1342,8561
1982,27,32332.713497770972,0.10719401800776476,1,390,65240,1356,66206
1983,25,27587.399313081016,0.24356773864575562,1,191,7583,1655,9047
1984,34,21226.634336685107,0.23135918248155296,1,252,9162,3745,12655
1985,19,36585.26697901707,0.3749192073928386,1,248,5289,1438,6479
1986,51,21115.35231976484,0.12860989981845128,1,240,7028,1705,8493
1987,34,20221.024864677227,0.10754906803893152,1,716,5577,3278,8139
1988,23,24456.38896410347,0.2445049032115227,1,564,9252,1397,10085
1989,19,25024.646316338618,0.15998111030596562,0,3,0,0,-3
1990,43,24927.597015363473,0.04875597357453524,0,8,0,0,-8
1991,40,20244.02375747145,0.009605110417288974,1,266,10140,1662,11536
1992,26,22089.14192962686,0.07028466584445417,0,3,0,0,-3
1993,38,24625.899645080153,0.1143453597098394,1,140,6921,2213,8994
1994,57,44212.3685418712,0.01651299236741281,1,994,6510,4121,9637
1995,21,46262.635007005,0.19879082587001656,1,614,6019,1497,6902
1996,53,21615.110457923485,0.3886579290030462,0,7,0,0,-7
1997,35,24411.66812376741,0.19711618624370578,0,35,0,0,-35
1998,70,28606.096998664234,0.28936749572452936,0,72,0,0,-72
1999,55,27157.706389187613,0.05400960360022816,1,413,5317,2073,6977
2000,46,20682.505691603714,0.017917197354335303,1,984,5314,1577,5907
2001,23,30986.093939980336,0.03638373040862458,1,45,5948,2266,8169
2002,31,22983.18836881059,0.25455029988278177,1,433,5340,1386,6293
2003,27,73540.45324255606,0.01717573981980912,1,95,8277,1776,9958
2004,73,32410.039854754028,0.012570864554155485,1,165,5418,2965,8218
2005,61,30953.712196632845,0.0001767999428523747,1,400,12118,3258,14976
2006,24,29899.694442202013,0.2800505726237794,0,4,0,0,-4
2007,32,41750.91707311579,0.015323600321929993,1,2459,10048,1396,8985
2008,68,23493.622142774308,0.2669216643900892,0,52,0,0,-52
2009,23,20755.186516211295,0.04868536526015787,1,175,6738,1367,7930
2010,47,21125.01117497883,0.006513089508901773,0,22,0,0,-22
2011,29,33521.0637080501,0.12906248345637633,0,46,0,0,-46
2012,68,33125.19735496731,0.241576675618381,0,35,0,0,-35
2013,43,32360.2454922258,0.07983387392838996,1,531,9802,2152,11423
2014,23,31334.796016891214,0.09393575222573802,1,608,5637,1821,6850
2015,51,30579.59213267825,0.15640084371559052,1,468,9250,2189,10971
2016,67,26270.684129341436,0.07169445305419467,0,18,0,0,-18
2017,41,26768.030338865712,0.01826991013667398,1,973,8072,1352,8451
2018,56,26454.271110337773,0.015912563964412815,1,677,8396,1710,9429
2019,29,39913.79478120089,0.3497926039724152,1,1426,8522,3002,10098
2020,27,20431.174809187876,0.3993791714415502,0,12,0,0,-12
2021,62,23795.960110792872,0.18001374342621393,1,1246,15040,1596,15390
2022,22,20351.195436456044,0.0871293966623896,1,372,11151,1538,12317
2023,65,47280.61552509516,0.008627901085930416,1,314,5537,1499,6722
2024,26,20216.97492416405,0.022631855188487756,1,86,7784,1670,9368
2025,35,25094.974520413663,0.13364797291095418,1,78,9641,1375,10938
2026,33,21276.03519424552,0.02588469491083211,1,325,5317,2057,7049
2027,21,25470.00993089513,0.21822067243693496,0,1,0,0,-1
2028,53,22908.34222375577,0.10960449031768364,1,679,5584,1935,6840
2029,22,23628.65161001962,0.00230021340460466,0,10,0,0,-10
2030,34,27197.463245757455,0.06719512695276611,1,158,7510,1470,8822
2031,22,20182.85734660277,0.39382463889091934,1,907,10965,1511,11569
2032,55,23491.26306699735,0.008754761018713083,0,111,0,0,-111
2033,35,38620.71628452595,0.02079484118819499,1,140,5340,1769,6969
2034,56,25939.607504988013,0.03240497365392643,1,149,5508,3051,8410
2035,40,20517.632320866163,0.06840519213416688,1,566,5386,2493,7313
2036,55,29946.424012312604,0.12939951938778743,0,5,0,0,-5
2037,21,33479.45126822759,0.009834176974876322,1,540,5779,1334,6573
2038,48,65687.12982708687,0.3037889633885499,0,17,0,0,-17
2039,37,23226.5774531497,0.023170916464335514,1,555,5900,1626,6971
2040,47,21193.463588022296,0.18465655797602498,1,469,23779,1343,24653
2041,26,29752.367830811203,0.10931442709158991,1,1546,5568,2234,6256
2042,18,26392.678975329043,0.06296798840477305,1,1010,7435,1585,8010
2043,56,27619.098405208137,0.013936346636709576,1,471,7245,3332,10106
2044,32,20404.149944461406,0.14464915026499828,1,836,5847,4096,9107
2045,67,20491.60769626126,0.10407825961966478,1,248,5940,1500,7192
2046,29,59045.086202018356,0.22952059131320118,1,1009,7023,3317,9331
2047,50,22862.45951017289,0.06506945128791175,0,31,0,0,-31
2048,41,59532.91742332756,0.16276845626286643,0,41,0,0,-41
2049,60,20457.609872286397,0.06060922823227035,1,341,5597,1362,6618
2050,26,20072.33863100956,0.2210325422010978,1,707,5287,1504,6084
2051,53,41679.24937867936,0.06972354959515735,1,893,5947,1496,6550
2052,52,22602.796313439347,0.061759220088358574,1,325,21657,1890,23222
2053,33,20215.769114039973,0.0051521839775188665,0,52,0,0,-52
2054,62,22283.853531193086,0.13421154932093463,1,396,7591,1504,8699
2055,62,22785.16735538031,0.09808810440322616,1,361,5706,1449,6794
2056,69,20695.779647942443,0.29448617274025435,0,3,0,0,-3
2057,19,22931.564113214332,0.007817951213705855,1,255,12652,1504,13901
2058,30,24465.974626547417,0.08643538832999728,1,210,5557,1363,6710
2059,50,40340.303753848384,0.476664850254692,1,618,5324,1632,6338
2060,18,33374.922070653825,0.09434929214845067,1,95,6480,2564,8949
2061,73,37187.20318401956,0.1375522725168172,1,265,10788,1604,12127
2062,37,70815.3235200966,0.047753543592945334,1,762,6122,1989,7349
2063,54,25868.530247674567,0.015135767588370727,1,227,14682,1429,15884
2064,20,22342.997808643097,0.10796337947328358,0,66,0,0,-66
2065,67,32825.81427701219,0.08319677371994652,1,585,6060,1388,6863
2066,59,27736.39600622304,0.04727533977283851,1,57,5385,1366,6694
2067,23,32555.995087037074,0.09004196043257841,0,6,0,0,-6
2068,35,27614.42757683481,0.09838278569548824,0,25,0,0,-25
2069,68,28382.72698881248,0.09624699080340189,1,119,17823,1542,19246
2070,25,30291.428467249498,0.2505752754526293,1,1226,6794,1370,6938
2071,26,27426.299046473134,0.03477597855639816,0,36,0,0,-36
2072,74,41410.22437293453,0.1521253030955015,1,834,11062,2007,12235
2073,67,28888.075384001066,0.21740394613992373,1,187,7021,2116,8950
2074,67,20687.208583357387,0.08516992906722982,1,411,10041,1465,11095
2075,59,33550.69756495979,0.049104507048156366,0,7,0,0,-7
2076,24,22323.218248599416,0.3673312256346126,0,224,0,0,-224
2077,61,30801.986278889683,0.07932340395935018,1,727,50224,2299,51796
2078,70,34033.11826107147,0.23871501891586588,1,486,6136,1595,7245
2079,54,28834.383816114212,0.002939563872257147,1,576,6179,1683,7286
2080,35,24433.43254380865,0.11970589266767252,0,73,0,0,-73
2081,21,73999.47405985017,0.020157297673624133,1,237,6581,2302,8646
2082,38,38847.986369098166,0.07691618111982007,1,765,5389,1347,5971
2083,28,22982.35088584555,0.001560373947406371,0,10,0,0,-10
2084,74,29745.09037178922,0.046121083198389166,0,9,0,0,-9
2085,53,20841.407287905084,0.2138901206429991,0,36,0,0,-36
2086,72,31001.444486623473,0.03268300509180643,1,255,6901,1443,8089
2087,52,25716.957600330647,0.009742794084714512,1,404,10453,2126,12175
2088,32,20655.968811638682,0.07736344256257609,0,143,0,0,-143
2089,58,20168.120581708812,0.16348657860977212,0,1,0,0,-1
2090,28,23006.259864831445,0.11350092243993663,1,181,5738,1904,7461
2091,37,20648.76345887622,0.30389243259848225,1,1008,6336,3249,8577
2092,37,35767.61820756245,0.2121094754076446,1,1593,5312,1596,5315
2093,28,24389.591250563844,0.059999213568154935,1,192,5405,1511,6724
2094,48,22975.109528452173,0.1082604208925235,1,1671,7834,1393,7556
2095,21,23413.600194651266,0.2679700279405717,1,576,10518,1648,11590
2096,56,24426.021502293974,0.13387208290369226,1,119,24312,2418,26611
2097,42,27887.989175070594,0.28951841046816,0,53,0,0,-53
2098,46,28899.1242131676,0.17338433916350057,1,68,11345,1557,12834
2099,29,29314.114083532637,0.10871508062201034,0,11,0,0,-11
2100,25,26362.961420850963,0.06336361001150355,1,622,9927,1456,10761
2101,39,43313.972403669395,0.07309026722975154,0,21,0,0,-21
2102,41,22977.21486276634,0.2836263688605176,1,984,5512,1500,6028
2103,42,25072.96549925693,0.11887034625572898,1,151,7456,2049,9354
2104,44,50278.27382835096,1.0589324506905843e-05,1,235,5488,1716,6969
2105,38,23866.509178948836,0.28245884888561673,1,191,43889,1715,45413
2106,45,22925.874419138785,0.368778075980384,0,44,0,0,-44
2107,52,22136.44119866845,0.02344093109532302,1,1398,13712,1669,13983
2108,24,35729.15854959195,0.09284649273590624,0,38,0,0,-38
2109,46,20156.104118992374,0.07857480212555458,1,1362,7994,1616,8248
2110,38,20920.857511700076,0.10783023558519532,0,24,0,0,-24
2111,36,23078.72789304236,0.016688828543034974,1,161,5322,1377,6538
2112,24,23201.943130760847,0.0822110871304689,1,868,6426,1446,7004
2113,46,20960.741699195376,0.03173895099329496,0,31,0,0,-31
2114,52,20966.791748486834,0.2947885250682958,1,994,5640,2644,7290
2115,42,21773.127064551794,0.08921353737259194,1,244,7844,1521,9121
2116,27,23441.69831445794,0.08969314409580748,1,259,7353,1946,9040
2117,24,21276.400447265372,0.07545588977442459,1,200,5883,1528,7211
2118,27,22353.074550746034,0.09216262961224667,0,30,0,0,-30
2119,25,24834.449041695556,0.19053142252141822,0,119,0,0,-119
2120,38,24197.68973145395,0.026276153641630304,0,14,0,0,-14
2121,62,22013.12046815627,0.1731312529939944,0,72,0,0,-72
2122,42,32059.488357338498,0.18913961660892104,1,441,8863,6628,15050
2123,23,27608.66623124185,0.07692108000581287,0,31,0,0,-31
2124,25,88714.4041760417,0.2195688099411888,1,787,6686,1549,7448
2125,37,27642.24311092871,0.09522546529636843,1,865,12801,1617,13553
2126,40,22182.361855142495,0.14401854602105735,0,7,0,0,-7
2127,65,21436.239826666962,0.1738568697620936,1,178,6671,1479,7972
2128,23,25501.677497102646,0.008578371015147608,1,292,5651,1460,6819
2129,30,24774.71635665995,0.13230570815560277,1,360,6571,1434,7645
2130,70,23070.727826220216,0.06400324462515078,1,989,6339,1405,6755
2131,47,20727.780239997297,0.03037517016317722,1,74,7876,2605,10407
2132,56,21227.771587687508,0.0008261574248197601,1,164,12815,2921,15572
2133,30,45948.686580807844,0.1979531988225133,1,856,5736,2391,7271
2134,24,20901.5001355169,0.19455028213714445,0,42,0,0,-42
2135,19,24571.37811221487,0.01855660394657422,1,243,6066,1457,7280
2136,25,47047.05135368683,0.019116641888705592,1,1404,5585,2099,6280
2137,32,21038.83324630647,0.002585674366190958,1,727,5274,1940,6487
2138,18,22674.65678399579,0.012806696468646404,1,664,7285,2892,9513
2139,19,21332.44734498889,0.02020267409337636,1,1116,8616,1376,8876
2140,22,21063.39351548436,0.12364270940409026,1,501,6157,2754,8410
2141,20,34920.753048094644,0.07654661946369276,1,2517,6811,1497,5791
2142,21,58955.11178726293,0.09738104363773123,1,179,5885,1674,7380
2143,54,26860.65543158663,0.16181919714136817,1,50,5402,2685,8037
2144,23,26403.68883135406,0.28687682147584687,1,246,10677,2683,13114
2145,20,21678.372856005382,0.16121552540507705,1,511,11824,1440,12753
2146,19,25454.168288656063,0.13779983795925188,0,72,0,0,-72
2147,23,24494.185865822397,0.15793318941573956,1,809,14814,1829,15834
2148,30,30657.6552739101,0.06349977420144963,1,653,6150,1576,7073
2149,52,24547.402748090837,0.10246231870051906,0,6,0,0,-6
2150,42,22142.902256446236,0.0684778991175776,1,31,9932,1442,11343
2151,36,50922.58712571713,0.10093935457516177,1,1139,14392,1415,14668
2152,56,30496.605856158458,0.07166787518383241,1,507,13459,1989,14941
2153,43,44059.402754514864,0.06936412817244922,1,53,5571,1856,7374
2154,37,32739.696296131373,0.0056618947352325075,1,217,5747,1342,6872
2155,51,26237.503183414672,0.008927136358498296,1,997,13786,1732,14521
2156,37,23396.908974262893,0.05012183387768587,1,523,8287,2291,10055
2157,33,23708.675001357155,0.015171370944121281,1,399,31810,2397,33808
2158,28,26238.747854401397,0.027619081740924832,1,1425,5990,1381,5946
2159,22,28689.80704239433,0.0712940801106099,0,59,0,0,-59
2160,30,21619.826432472986,0.08791467607868382,1,457,7669,1435,8647
2161,75,25623.45748455171,0.13540312404911503,1,193,11542,1357,12706
2162,29,43447.8583716778,0.030011695383559654,1,975,9042,3471,11538
2163,52,58576.82971894188,0.2251684040147521,1,615,6106,2286,7777
2164,52,22328.66296863244,0.17441214989524764,1,148,6479,2565,8896
2165,51,20725.47344364297,0.02586773227899711,1,371,12154,2004,13787
2166,39,53711.806836464246,0.25740138847206057,1,197,15193,2449,17445
2167,20,34744.0400747924,0.10365650076829964,1,196,23766,1499,25069
2168,22,58464.6342969644,0.03391755698788115,1,1260,8097,1339,8176
2169,19,30698.540788447834,0.14879455580148562,1,72,13731,2454,16113
2170,20,39315.42127190945,0.024827302348960283,1,436,8954,1922,10440
2171,25,20023.697791666556,0.03948541078429775,0,60,0,0,-60
2172,19,20198.19067742251,0.06141455110460746,1,158,25648,1718,27208
2173,18,54338.41843058822,0.018276016118208855,1,166,5632,1533,6999
2174,31,20004.6614668297,0.0164962798436312,1,30,5811,1380,7161
2175,54,27080.388264093483,0.07837232338916757,1,754,10224,2781,12251
2176,25,24084.67096221285,0.021064899862718853,0,4,0,0,-4
2177,56,44659.79367621365,0.29695853931978095,1,549,6013,4243,9707
2178,27,30496.29350688975,0.04873342858100229,1,453,37030,1402,37979
2179,23,28632.24281413064,0.1804983544981219,1,593,6934,3547,9888
2180,70,20348.9698936667,0.1757727235288176,1,1144,5823,1657,6336
2181,65,41581.207832229855,0.010633251536001092,0,15,0,0,-15
2182,66,21473.709346121563,0.04060245465973333,1,90,7631,1340,8881
2183,60,21695.78154913202,0.18857209605240033,1,169,7695,1552,9078
2184,30,21619.512953224854,0.41307881793073886,1,176,7098,1887,8809
2185,21,21551.806968576795,0.21605707310894465,1,493,9625,1681,10813
2186,23,21515.993288311565,0.062049352973766625,1,1108,14739,1447,15078
2187,63,25431.894373049054,0.0996818205052067,1,902,12501,2338,13937
2188,31,22491.405225199585,0.2172688352980574,1,1084,14990,1665,15571
2189,28,44193.30488145901,0.10564918211252226,1,500,7122,1398,8020
2190,73,25446.00932553453,0.15301282220507648,1,937,5814,1710,6587
2191,45,20042.13929262558,0.26820477229397593,1,204,5326,1883,7005
2192,55,32147.589616861787,0.5348241190479868,1,387,8038,2752,10403
2193,43,24427.868144906493,0.15905475430344249,1,708,6221,1805,7318
2194,49,20093.70572239133,0.10277499216983302,1,298,9419,2585,11706
2195,53,25886.22764153174,0.16626872149175892,1,1147,9110,1379,9342
