ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
3704,40,26002.26265082019,0.10271022867747347,1,254,9818,1546,11110
3705,21,23443.992966693484,0.1918852172581383,1,199,7981,1732,9514
3706,54,61608.528607223045,0.06751652028132396,1,451,7893,1521,8963
3707,25,24582.493257380647,0.17972282465158945,0,11,0,0,-11
3708,34,21312.396384889096,0.13302449997097468,1,519,8518,1448,9447
3709,34,24948.32211029032,0.004791216522308246,1,532,14391,1921,15780
3710,23,42663.97108961955,0.12981548012845565,1,1541,6886,1421,6766
3711,75,27506.453598799013,0.022825278213772327,1,121,10107,1440,11426
3712,74,21064.641371062567,0.01943985268630449,1,953,6616,1635,7298
3713,46,20406.636194823634,0.14876279710510956,0,3,0,0,-3
3714,28,21937.458823056593,0.13314126932485268,1,3526,7140,1621,5235
3715,69,23918.206212385034,0.08598548488211875,1,113,5358,2575,7820
3716,21,23028.999805497904,0.13888966083240967,1,675,6462,1410,7197
3717,61,23606.987052021967,0.06166741734589262,1,245,5606,1627,6988
3718,60,22656.690138088696,0.3649342053317258,1,1399,21447,2239,22287
3719,47,23358.451769198768,0.338739696270976,0,63,0,0,-63
3720,34,38467.46512328541,0.35486351386299736,0,23,0,0,-23
3721,40,23015.039966174234,0.0671943582045677,1,1618,7585,1861,7828
3722,40,22892.6298306656,0.251341575001887,1,48,10591,1539,12082
3723,51,20165.299326624685,0.17818868653233927,1,654,7599,16688,23633
3724,42,72129.4302933174,0.016907589732659788,1,297,11827,1345,12875
3725,32,27182.86958320778,0.09465257043474698,1,901,8973,1595,9667
3726,38,51874.83965387696,0.010462540965690298,0,11,0,0,-11
3727,20,32682.379391518134,0.1898655107111015,0,100,0,0,-100
3728,38,22643.389130972308,0.023313599880889227,0,11,0,0,-11
3729,51,20998.406004549128,0.1442357251108436,1,617,5557,1576,6516
3730,23,21680.13838953214,0.15797542893179092,1,365,9411,1994,11040
3731,21,32605.523696747554,0.10485005000613896,1,1693,7089,1400,6796
3732,62,47472.754178780284,0.030495401291402362,1,49,18902,3230,22083
3733,26,36200.51973953915,0.07426293427880584,1,458,6442,2528,8512
3734,30,25183.627034605797,0.3785937467252533,0,0,0,0,0
3735,42,40433.77989113476,0.027377059900807552,1,88,6107,1570,7589
3736,39,25761.270108019686,0.029687785257702708,1,567,6239,1379,7051
3737,27,35191.572220323826,0.03369658784287094,1,1280,5669,1407,5796
3738,47,28516.54384411296,0.02299112614518549,1,282,8624,1714,10056
3739,55,26375.11245495989,0.01921563553199859,1,528,5465,1386,6323
3740,35,23568.538118848643,0.0438972689552705,1,411,6136,1528,7253
3741,73,36438.84470249546,0.06882494374075795,1,407,5769,1835,7197
3742,27,31697.767515575488,0.12138290682052777,1,757,12159,2455,13857
3743,41,40121.16352920169,0.16549764756972865,1,302,10524,1904,12126
3744,32,46599.5696317471,0.06258794131647867,1,502,7162,2147,8807
3745,29,29518.19083631919,0.21839370496981547,1,851,5532,2580,7261
3746,67,23646.34749857815,0.029974780733058492,1,321,9341,1366,10386
3747,72,23429.660979123946,0.1970818620677727,1,268,8236,1391,9359
3748,59,22281.127967837572,0.002102712214281421,1,483,18632,1800,19949
3749,32,22765.009592688846,0.0366640908314575,1,338,7617,2942,10221
3750,47,22766.927837851126,0.10963554682907409,1,352,6842,1689,8179
3751,30,35077.60933671461,0.04608527204068347,1,192,6678,1900,8386
3752,40,22693.76807919028,0.0425081696912957,1,202,7644,1585,9027
3753,38,22089.63418627782,0.19549039542763091,1,226,5705,1644,7123
3754,22,37948.7767607826,0.07301524073765574,1,536,7433,1344,8241
3755,55,24433.404766984117,0.020598147597616818,1,474,15173,1539,16238
3756,40,21399.395366105422,0.041089947344782045,1,2593,6573,1710,5690
3757,45,40267.60063317719,0.18233579324716245,1,459,18379,1381,19301
3758,18,35796.855208161825,0.1520566873702463,1,1080,8056,1485,8461
3759,37,51164.983110508234,0.38843626288200656,1,2475,6931,1797,6253
3760,21,20286.51513633743,0.014750099462913788,1,296,5785,1345,6834
3761,19,20792.16549377306,0.20730484225711912,1,344,21416,1845,22917
3762,40,21534.745240038614,0.29691089873418125,0,22,0,0,-22
3763,35,20062.964260592224,0.21186033872478927,1,17,14342,1502,15827
3764,69,26799.96857450597,0.07864133024076818,1,677,5564,1542,6429
3765,52,21377.223490507862,0.4015348376890823,0,15,0,0,-15
3766,31,22205.507867611355,0.6159856953520368,1,450,5802,1444,6796
3767,28,26756.427809903224,0.08061197168187446,0,112,0,0,-112
3768,31,34369.6353496659,0.11223089759994488,1,1403,7133,1507,7237
3769,59,23008.58226620257,0.19468369244691797,0,52,0,0,-52
3770,39,39688.424473228326,0.30005484745064953,1,258,6220,1476,7438
3771,39,21294.82817053916,0.13625160345238008,1,498,6983,1524,8009
3772,18,26332.265972389334,0.06356914312596414,1,1104,7424,1714,8034
3773,37,25169.4613655042,0.09400731425050601,0,80,0,0,-80
3774,31,36576.79634749975,0.25315909672306436,1,465,19734,2186,21455
3775,19,20982.4953446183,0.23089361774107328,1,339,7923,1469,9053
3776,44,50634.70494526021,0.06044837060512254,1,79,12579,1945,14445
3777,59,27614.280099405205,0.1484061508106029,1,1085,6836,2013,7764
3778,20,22105.78285001114,0.06380735978317047,0,39,0,0,-39
3779,23,49851.12207830007,0.49408546639775175,1,2890,7446,2469,7025
3780,19,32688.048064406186,0.17838093823663215,1,531,6672,1389,7530
3781,45,22273.115655649133,0.006818658043790463,1,140,9152,5313,14325
3782,21,24251.436990778253,0.07063198914816393,0,74,0,0,-74
3783,22,29673.582014867654,0.06259506684632322,1,192,5274,2206,7288
3784,36,21313.481247576623,0.197710948719338,0,54,0,0,-54
3785,22,24473.423007107358,0.12765167805270008,1,678,11344,2264,12930
3786,28,21300.590056082663,0.3150665226866175,1,1108,13700,1491,14083
3787,22,30382.72879999207,0.1158948881976499,0,28,0,0,-28
3788,30,39582.53452042781,0.1484921634333377,1,208,9995,1492,11279
3789,23,26174.159923025327,0.0424431746597642,1,675,6000,2179,7504
3790,28,33116.89313895972,0.03139598753495378,1,1677,7845,2635,8803
3791,37,55210.75213944975,0.25528311961952604,1,198,29523,1699,31024
3792,42,37760.24234398767,0.013204997706829485,1,90,7650,1717,9277
3793,66,23718.757388483595,0.07302570599732729,1,209,6158,1725,7674
3794,43,21098.266873415727,0.3070153081403077,1,914,7606,1561,8253
3795,67,20112.458768754816,0.24538310819881495,1,723,5571,5224,10072
3796,32,23168.034029079972,0.2809852721942047,1,102,9201,1603,10702
3797,48,20496.789876263745,0.046685114158395186,1,759,6420,1342,7003
3798,44,35236.7381500142,0.019248335568486943,1,522,8665,1702,9845
3799,47,27073.628523569932,0.07808834437750752,1,126,7428,1507,8809
3800,54,23038.137350181365,0.17483524412838264,1,355,5285,1444,6374
3801,60,39412.67793285259,0.19587160192952494,1,328,18190,1359,19221
3802,29,25365.627587620915,0.07863617514520994,0,50,0,0,-50
3803,65,21991.569895315835,0.03463647013663533,1,304,5566,2058,7320
3804,31,20639.17249948059,0.08857602429535869,0,28,0,0,-28
3805,45,33392.107595250636,0.12606038279668205,0,13,0,0,-13
3806,56,24276.00143452802,0.09640182470783926,1,380,11465,1719,12804
3807,19,24797.382702924988,0.01774395224826061,1,408,10459,1412,11463
3808,23,21508.665787607923,0.09299147521468655,1,766,9556,1833,10623
3809,66,33103.230688381555,0.04770146034803083,1,175,8116,1634,9575
3810,69,25734.796779918626,0.15627028251617583,0,6,0,0,-6
3811,34,22887.869193796214,0.06000588449668916,1,684,16535,1601,17452
3812,70,34982.6306084063,0.05439715870852701,0,76,0,0,-76
3813,26,23255.081305726475,0.24351151187906012,1,210,9321,1375,10486
3814,67,20105.79463659899,0.09334215525930466,1,156,6958,2137,8939
3815,68,25273.447621802596,0.28393967115458774,1,418,10413,2196,12191
3816,19,22919.638052507013,0.11308263387543531,1,616,7831,1925,9140
3817,27,29715.10726351484,0.004700291702382221,1,347,12482,2746,14881
3818,47,22022.199822570616,0.1401844116350218,1,318,5283,1419,6384
3819,28,47176.08491281734,0.021389653025687103,0,9,0,0,-9
3820,27,33503.95261604281,0.06753151138383981,1,707,6535,1731,7559
3821,68,22867.58051936661,0.1541699023254549,0,69,0,0,-69
3822,44,22719.07291451128,0.3334604887347899,0,171,0,0,-171
3823,22,26335.034639300062,0.17269603713008386,1,607,5452,2982,7827
3824,63,28377.588836989224,0.09632912031310807,1,1072,5677,1932,6537
3825,22,23640.061238519706,0.09708168841192212,1,181,6401,1464,7684
3826,44,20199.239412783187,0.046932386098174315,1,161,5357,1725,6921
3827,24,22296.97509840279,0.325463209030006,1,1621,5253,1361,4993
3828,72,21777.5493369633,0.011032929397554937,1,913,114450,1434,114971
3829,33,24569.781057283384,0.04901904076669333,0,42,0,0,-42
3830,38,24982.23385101642,0.05750195076323895,1,151,6470,1611,7930
3831,29,29423.120396743107,0.13248209522278445,1,274,28632,5053,33411
3832,36,23740.489917329,0.05181148785978075,1,505,13266,1957,14718
3833,49,20261.84965208119,0.043559661422398054,1,235,6357,1601,7723
3834,52,23942.482162862616,0.49421426567289983,1,409,6071,3214,8876
3835,34,24876.682386617507,0.0169633429143616,1,728,14056,1615,14943
3836,45,41984.340301975484,0.20025565941587684,0,7,0,0,-7
3837,40,26049.12896787535,0.040336850194119284,0,8,0,0,-8
3838,25,24379.06188477812,0.25081193067187996,0,28,0,0,-28
3839,28,39360.976868737685,0.20858352373165437,1,326,15183,1338,16195
3840,24,20371.1611057448,0.44187014902277255,0,39,0,0,-39
3841,67,35070.47872765559,0.2078105051897614,1,75,12267,1425,13617
3842,40,22485.60737051581,0.06455228003645304,1,204,7493,2878,10167
3843,19,24952.321079270834,0.007741817768606958,0,72,0,0,-72
3844,35,39885.32192442888,0.057093610678981215,1,115,6090,1421,7396
3845,42,23611.015071303853,0.0016741129100942994,1,326,6042,1487,7203
3846,53,23821.705578840585,0.062380830862011336,0,53,0,0,-53
3847,31,21325.122036077868,0.11872618273975603,1,508,7372,1849,8713
3848,19,22078.875537439537,0.01591561137110365,1,519,6458,1951,7890
3849,41,22237.266261370944,0.16661562071910743,1,185,5773,1399,6987
3850,70,20927.8213586237,0.02238714355631436,0,22,0,0,-22
3851,25,24963.511296980367,0.14658046720637607,1,87,5917,1412,7242
3852,46,21918.143161852924,0.04040678163571658,1,46,71741,1483,73178
3853,65,39718.06010048731,0.06296644585008224,1,150,9708,1390,10948
3854,24,61835.4858688571,0.06074148845814017,1,646,6068,4610,10032
3855,44,26085.167730903875,0.04661320682123297,1,362,6560,1398,7596
3856,34,20581.834373464637,0.1760678789385604,1,506,7329,2474,9297
3857,45,33658.166595088645,0.1367384578535762,1,437,6645,2256,8464
3858,42,26250.44168691504,0.32998209693840463,1,147,10493,1489,11835
3859,21,25236.702194644622,0.10625529784588314,1,1722,9512,1509,9299
3860,52,24204.887084332102,0.08308363745350879,1,327,6132,1375,7180
3861,26,24677.560314482103,0.27623051060843035,1,206,8920,1420,10134
3862,21,30412.94420411055,0.07890148924432121,1,236,7796,1411,8971
3863,20,32773.28221599092,0.1956138145290419,1,606,5816,1371,6581
3864,38,24918.251047165602,0.19176967860780897,1,90,5450,1359,6719
3865,49,20548.84284467544,0.09315846579821674,1,366,6288,1403,7325
3866,26,25497.634710175967,0.08230029293673828,1,183,10051,1447,11315
3867,34,20259.98972411635,0.32440887274241087,1,839,6681,1394,7236
3868,31,26654.409371246315,0.03467426146341702,1,367,8530,1351,9514
3869,21,37088.787077374,0.014505749968562548,1,1522,8690,1415,8583
3870,30,30970.82238437925,0.08060641521189467,1,1202,15204,1531,15533
3871,75,35000.500064269705,0.04713723073116368,0,2,0,0,-2
3872,37,23159.772963785363,0.1481839465955204,1,1269,9197,1665,9593
3873,62,21340.244040596623,0.0839617268046664,1,194,7380,1443,8629
3874,20,23756.106762563308,0.11829327582392664,1,200,5583,1598,6981
3875,71,32998.44565087258,0.06627869349131249,0,55,0,0,-55
3876,54,47505.317923949005,0.03478984075171797,1,112,17739,2591,20218
3877,22,23293.571452791453,0.4061843230769684,0,58,0,0,-58
3878,42,22345.4242402872,0.03954505228580914,1,715,5917,1578,6780
3879,24,26651.921232139066,0.05590198702908361,1,149,5777,1783,7411
3880,19,21748.44112396967,0.2222138877382464,1,338,8727,1873,10262
3881,23,23610.153025214684,0.04303063834233725,1,349,7638,1673,8962
3882,37,23367.280483856775,0.09004738220997165,1,595,6676,2409,8490
3883,24,28788.87645846682,0.09141686760353371,0,9,0,0,-9
3884,74,20797.409959538414,0.017215323898947615,0,23,0,0,-23
3885,33,44124.168890776404,0.47966975510891974,0,16,0,0,-16
3886,33,28293.46565622573,0.046094853307825125,1,42,5351,1794,7103
3887,18,21786.70918594998,0.04928698845421576,1,351,5329,1745,6723
3888,51,23334.42682483446,0.044915645045462096,1,524,5847,1977,7300
3889,70,21115.498734125274,0.026593810326264043,1,755,5744,1455,6444
3890,35,33121.50933518517,0.03742274645786257,1,616,28149,1434,28967
3891,22,24362.132272224506,0.1753690432390862,1,2110,15558,1771,15219
3892,56,21672.64217089453,0.3192517110203746,1,362,6100,2642,8380
3893,68,25805.450222789394,0.0958295801814557,1,480,12351,2536,14407
3894,39,30576.765591295825,0.3489090758584899,1,203,7144,1523,8464
3895,44,21259.585385365026,0.19623055776691672,1,473,5956,1574,7057
3896,66,22074.83949491885,0.07315038832226992,1,845,15547,1477,16179
3897,48,26240.671309709836,0.27103884901000974,1,98,12439,1628,13969
3898,26,20323.701342554054,0.033757973337198655,0,95,0,0,-95
3899,28,21533.147330527016,0.34182138577631244,1,636,6380,5577,11321
3900,25,21653.126395555268,0.049876110718238324,1,150,6505,1472,7827
3901,21,25443.313025502644,0.23255651278351894,1,213,11293,1708,12788
3902,52,31831.291473230023,0.0337632750719675,1,138,16934,1969,18765
3903,23,20958.835919112065,0.10064025480856896,1,2365,8299,1934,7868
3904,74,38238.55675680377,0.18461713635293048,1,154,9000,1993,10839
3905,58,22592.514599803744,0.07713936408114216,1,823,6884,1862,7923
3906,36,27390.290629785555,0.1238024017849057,1,350,6352,1409,7411
3907,32,32052.974740494195,0.0198905068564793,1,142,6614,1412,7884
3908,62,27226.744602914176,0.1942548071936066,1,1052,6149,2366,7463
3909,25,24341.256844139058,0.0040386557453098715,1,20,14999,2057,17036
3910,60,52785.47273256869,0.04545183141490273,0,10,0,0,-10
3911,57,29856.35736839916,0.09405724598222895,1,464,5761,1875,7172
3912,25,20371.058026739378,0.05487765671846874,1,222,6861,1461,8100
3913,41,24674.42534165371,0.03565059746593868,1,333,8898,1335,9900
3914,57,32955.17547384299,0.027489459415332554,0,86,0,0,-86
3915,39,37907.04972639825,0.07813655992179594,1,133,7250,1489,8606
3916,33,26280.906839136354,0.0014733318540106613,1,476,5974,1458,6956
3917,40,34017.29641795351,0.44048594287599796,1,375,17567,2341,19533
3918,45,28234.823611546664,0.2604251162073246,1,1724,6026,2837,7139
3919,50,22618.678977459283,0.09514054089083829,1,566,6335,2658,8427
3920,57,23442.223450191486,0.061601481187134405,1,9,6260,1347,7598
3921,47,24684.824758870825,0.14776256790950365,1,416,10558,1389,11531
3922,48,23504.25876086667,0.008793476023537897,0,44,0,0,-44
3923,42,22562.85167230848,0.30741939477298935,0,31,0,0,-31
3924,25,56233.19358778897,0.12253250590277188,0,30,0,0,-30
3925,36,20215.569502194256,0.0942995822824151,0,21,0,0,-21
3926,31,20745.98680180513,0.009952004668423237,1,439,8710,1681,9952
3927,60,21581.34695911131,0.04766119253421724,1,551,8672,1336,9457
3928,30,20651.089351495946,0.02631760195919736,1,1227,12106,1393,12272
3929,39,26644.81455685243,0.46189950899029236,1,725,14185,1368,14828
3930,21,32741.45943328523,0.17966060941806258,1,81,7702,1532,9153
3931,52,26570.479989454478,0.0682566098920568,1,1244,5698,1475,5929
3932,60,20464.825309259242,0.001409243896568691,1,423,5463,1980,7020
3933,22,21031.119844185945,0.023311295872053803,0,90,0,0,-90
3934,66,26838.797633834783,0.009074244315243108,1,146,6235,2571,8660
3935,45,20732.552030739,0.002661859613573281,1,857,11245,1784,12172
3936,35,23710.852385390554,0.16664131367413967,1,153,5505,2491,7843
3937,39,28707.84163077142,0.29966411342749605,0,50,0,0,-50
3938,29,22962.648474719277,0.1221769969079763,1,268,6612,1500,7844
3939,33,27229.90780600338,0.10404913759997067,1,375,10366,1384,11375
3940,64,34386.21892961341,0.1070111721856863,1,2272,11506,3181,12415
3941,20,23128.36478908737,0.15705149252198924,1,622,6165,2009,7552
3942,46,32028.054289693195,0.060702532741736294,1,197,7652,2689,10144
3943,32,42095.27145733923,0.017481212315882122,1,442,27577,2223,29358
3944,32,35892.26746897614,0.040867514909582334,1,234,6970,3331,10067
3945,60,25762.853528544623,0.2356526418133426,0,256,0,0,-256
3946,20,26948.935247786907,0.5601727965912957,1,89,7867,2017,9795
3947,49,20371.84409961581,0.18811164431277153,1,465,6357,1747,7639
3948,22,36567.24062304789,0.04354348590089827,1,440,6003,1512,7075
3949,21,21147.52517045723,0.1734568209736734,0,21,0,0,-21
3950,19,31454.34604583572,0.07006940849151719,1,42,7198,2037,9193
3951,25,23934.78168968146,0.22094162487304692,1,186,12866,1947,14627
3952,22,37266.96328857232,0.019553127209991073,1,1073,5835,1813,6575
3953,63,33470.678890941344,0.03230918418174005,0,31,0,0,-31
3954,21,56405.18412376877,0.11792206059069282,1,499,5981,2483,7965
3955,29,31176.71281131265,0.07387664202368711,1,211,15876,3024,18689
3956,20,43828.3903232199,0.24186549578242952,1,617,5525,1845,6753
3957,49,23504.456042132486,0.3616598185091571,1,1053,10124,2152,11223
3958,20,20190.439164543517,0.02054915949924427,1,95,9455,1370,10730
3959,22,22634.71079504732,0.16131489128441776,1,466,7633,1367,8534
3960,25,25706.830608670567,0.024367505401211,1,817,8109,1888,9180
3961,55,20211.231869029616,0.28119790044485704,0,36,0,0,-36
3962,21,59482.364527696824,0.14957563510684513,1,170,6795,1697,8322
3963,48,23492.415461150587,0.29765181946664393,0,236,0,0,-236
3964,52,20628.244544190733,0.37361793913478486,0,77,0,0,-77
3965,32,21298.639652499634,0.018627210014793897,1,620,14626,3267,17273
3966,35,22359.611084668766,0.3574383615897308,0,42,0,0,-42
3967,53,21900.047659069078,0.1589759645264805,0,18,0,0,-18
3968,61,29311.140425864847,0.002331140839391004,1,771,13967,1674,14870
3969,72,35264.0361154672,0.18975315522568112,1,105,5664,1513,7072
3970,59,25445.004500876297,0.1365423181907219,1,1210,6134,1863,6787
3971,59,24302.204408198388,0.13504567776157542,1,370,7952,2100,9682
3972,43,22905.646851893125,0.0005788171803465882,1,70,5986,2733,8649
3973,32,21135.800560741754,0.20876025050927738,0,24,0,0,-24
3974,65,33148.31381024754,0.18377717947255853,1,648,5292,1441,6085
3975,50,27338.254067796894,0.12784800223301016,1,398,16455,1766,17823
3976,63,24159.812729453424,0.10983393481413387,1,2215,5769,1505,5059
3977,26,26596.266700283566,0.04473987380796162,1,663,5768,2679,7784
3978,60,20967.74730516554,0.03945955661546044,1,688,5829,1680,6821
3979,42,24734.852850715724,0.03431447894005207,1,1007,6001,2189,7183
3980,54,31481.49035047649,0.003919367228232569,1,1132,5302,1701,5871
3981,32,43588.00596512909,0.022429076721639834,1,221,8869,1645,10293
3982,68,90432.53027165888,0.028925922938093714,0,54,0,0,-54
3983,51,53014.66056829503,0.0010680921586828432,1,613,13811,1750,14948
3984,29,33705.354119898024,0.3241329620402568,0,52,0,0,-52
3985,57,28332.82525316071,0.00044448889775381095,1,263,12535,1899,14171
3986,57,57366.09971819644,0.4359356084573042,0,21,0,0,-21
3987,46,21508.290667098405,0.2795084092579004,0,26,0,0,-26
3988,23,29480.54521412927,0.0312636186313625,1,672,6704,5275,11307
3989,25,50829.08763958868,0.11405334901398537,1,267,7018,2341,9092
3990,39,31825.594079604944,0.39434589606722925,1,837,10110,3837,13110
3991,43,24502.053644126976,0.16714073356489112,0,41,0,0,-41
3992,68,57682.5052609252,0.18199084487745631,0,10,0,0,-10
3993,67,22134.25021541849,0.21045086930261217,1,1073,5950,1498,6375
3994,35,29383.05272521696,0.009725412706649764,1,117,13473,1457,14813
3995,25,25810.856975624698,0.16896338100294975,0,180,0,0,-180
3996,22,24138.89259060446,0.10320244690366479,0,2,0,0,-2
3997,46,28110.571672773887,0.3336520331669555,1,266,5760,1444,6938
3998,60,23963.360175268925,0.1748154337445275,1,922,5575,1867,6520
3999,35,29444.728129361618,0.3726340189483577,0,61,0,0,-61
4000,47,21720.926783589544,0.0039039261122747635,1,115,5834,1419,7138
4001,71,43154.73351961275,0.15659835665761893,0,9,0,0,-9
4002,33,20923.452312082496,0.016872061197930572,1,1016,5602,1758,6344
4003,35,28665.363922172328,0.044843887019926025,1,425,6167,1642,7384
4004,22,26425.59840248472,0.02678993921886506,1,316,7164,1414,8262
4005,65,27342.012898621255,0.012989290792247428,1,62,5724,1510,7172
4006,23,21139.20439815653,0.25827494607382395,1,410,12666,1420,13676
4007,24,24572.53731318705,0.17002963287186737,0,44,0,0,-44
4008,64,29700.211145062818,0.08251841483980661,1,1067,5270,1358,5561
4009,24,25036.8879745008,0.2278858266729521,1,155,20240,1492,21577
4010,45,21953.540869973534,0.020378555279068438,1,398,8538,1774,9914
4011,36,23870.41527399861,0.018550339427699042,1,1453,9397,1361,9305
4012,40,23274.508377735187,0.033694034634676885,1,382,12307,1510,13435
4013,24,55333.054758331804,0.03763337966312204,1,393,19271,1578,20456
4014,43,64422.9175607101,0.0764754002851371,1,275,5433,2462,7620
4015,68,37549.93752760592,0.17172749850880817,1,1491,6485,4035,9029
4016,37,23306.242932812693,0.020526243179302867,1,434,8501,1793,9860
4017,34,21391.771993059367,0.16294571743932842,0,27,0,0,-27
4018,18,23135.865494152804,0.23295902828149667,0,16,0,0,-16
4019,40,39736.87177718137,0.09026674938729841,0,52,0,0,-52
4020,29,31360.21786029343,0.03235956994731408,0,135,0,0,-135
4021,68,22687.03005006618,0.14926399060384105,1,364,9292,2072,11000
4022,21,26894.60992950184,0.017728450323520786,1,143,7701,1680,9238
4023,27,37635.48492590111,0.016759391623495743,1,155,6823,1353,8021
4024,41,27861.655165311673,0.020483526507798343,1,270,11174,1593,12497
4025,59,25841.96395966559,0.07989163033603783,1,265,5564,1488,6787
4026,46,35170.837031904506,0.12009499221485982,1,873,6416,1385,6928
4027,40,28921.13648856185,0.0287562622254237,1,1850,15254,1711,15115
4028,75,22250.401212464873,0.19216591128792326,1,1331,14426,2938,16033
4029,49,22812.022326051807,0.09511909942057134,0,34,0,0,-34
4030,58,22386.909956882148,0.09950424667322758,0,39,0,0,-39
4031,61,20941.361280664576,0.028219648316607927,1,757,5730,1812,6785
4032,36,20586.610327421055,0.028782632296013022,1,19,17844,1414,19239
4033,67,34255.36576885128,0.1142444017203816,1,243,5251,1592,6600
4034,65,23417.879636451737,0.07354693223789487,1,870,6497,1577,7204
4035,20,21149.98861475028,0.06774818557783172,1,468,6252,1486,7270
4036,38,42619.160343072275,0.24704125357980342,1,308,5408,2004,7104
4037,54,20618.273382779415,0.17036292867753122,0,26,0,0,-26
4038,33,84530.64008268852,0.259053395094516,1,238,5744,1464,6970
4039,23,24933.489810373307,0.02225698210227106,1,79,9880,1346,11147
4040,18,20966.021471204174,0.10633164325901437,1,1206,7859,1644,8297
4041,46,23211.96197934633,0.12162815252257288,1,981,256678,4492,260189
4042,25,87611.97891575324,0.40285181636303224,0,11,0,0,-11
4043,57,25935.558970994596,0.028067203706229595,0,75,0,0,-75
4044,29,23436.84997570263,0.19102582946749116,0,69,0,0,-69
4045,50,25627.46068247377,0.08207573962146829,1,2209,5397,2134,5322
4046,57,132631.79015674704,0.032096886419194635,0,28,0,0,-28
4047,46,29975.483282890273,0.3667600705981647,1,561,7010,1662,8111
4048,45,44221.7034924788,0.154484093109277,0,175,0,0,-175
4049,31,34688.358296756895,0.0774659950520766,1,150,5338,1742,6930
4050,30,42818.014830358225,0.09596287748804581,1,240,5665,1439,6864
4051,28,36922.2128729504,0.012921727414492682,0,2,0,0,-2
4052,31,21733.44028850408,0.05751360357847601,0,166,0,0,-166
4053,45,22587.53231094468,0.020232502575051367,1,623,5593,2558,7528
4054,34,26465.946845842067,0.012408006080070477,1,1004,6690,1661,7347
4055,54,23281.39459188596,0.04852692776391473,1,1289,27392,1918,28021
4056,73,32525.512456166678,0.17138026428083727,1,51,6591,1465,8005
4057,22,23372.626794571377,0.5177185228982134,0,44,0,0,-44
4058,31,21864.013826278544,0.11032251819323206,1,235,5589,1929,7283
4059,31,21475.013343473947,0.02640833635081673,0,61,0,0,-61
4060,20,23088.84820664058,0.17612239803191954,1,196,5275,1500,6579
4061,22,26741.755748807438,0.2437720871556837,0,16,0,0,-16
4062,65,26058.2374473823,0.09201905830249801,1,1377,13662,2241,14526
4063,39,42951.59799948211,0.29800616693223886,0,0,0,0,0
4064,27,23559.86553126546,0.3661707572449443,1,39,6928,1793,8682
4065,53,21871.41563808141,0.0380734860646922,1,262,7778,2968,10484
4066,32,25551.163949943606,0.3127407013169728,0,73,0,0,-73
4067,59,34896.983980523924,0.04014292774362737,1,495,7471,1893,8869
4068,30,44994.74928286068,0.1039532909965927,1,700,9406,2549,11255
4069,65,21352.954773376096,0.07594779579497789,1,382,5505,1501,6624
4070,20,20907.342993372487,0.09003847535065723,1,101,8518,1864,10281
4071,53,35288.23415145145,0.04190449505061848,0,33,0,0,-33
4072,45,38024.78478799078,0.04416632505794155,1,241,9846,2121,11726
4073,66,22015.271472537017,0.13779712048537746,1,762,7137,1806,8181
4074,26,27691.18931758598,0.23632774226551306,1,146,6119,2762,8735
4075,23,24500.797482068727,0.1124079465498261,0,43,0,0,-43
4076,70,23709.11870218906,0.05812174520392209,0,9,0,0,-9
4077,25,26062.901334691785,0.014806894638211322,1,56,27235,1447,28626
4078,45,23028.81048336688,0.050855148306985225,1,241,7237,2058,9054
4079,38,32299.74689795324,0.028747979295612316,1,2890,9406,1532,8048
4080,60,52648.78474706822,0.015886479535165424,1,146,5250,1520,6624
4081,25,25354.44163393531,0.10971390591936925,1,317,7527,2493,9703
4082,49,31513.06895757138,0.09176148052972158,0,3,0,0,-3
4083,62,30220.522769289797,0.20061255425761526,0,1,0,0,-1
4084,18,32067.56639280123,0.26675696662335396,1,206,7183,1626,8603
4085,69,26997.108966514315,0.3478430487025619,0,7,0,0,-7
4086,53,20885.675296034413,0.015430281918194764,1,128,8965,1355,10192
4087,56,41508.087702162906,0.2622870467242826,1,488,5472,2532,7516
4088,62,33004.64780190413,0.2681064807137367,0,73,0,0,-73
4089,36,29570.8023914343,0.1544534083649969,1,558,6205,2829,8476
4090,20,24792.92161425646,0.09723343339565609,1,1773,5344,1354,4925
4091,23,20585.55166590465,0.01352480184332155,0,58,0,0,-58
4092,40,23678.25607277209,0.14091470968177255,1,547,5575,4391,9419
4093,22,22729.709637989108,0.30479940871411976,1,300,5628,1357,6685
4094,64,23617.00948544682,0.0876447061395854,0,5,0,0,-5
4095,40,29018.665911259173,0.07640154246982048,0,23,0,0,-23
4096,32,21546.094809390033,0.29282198993453606,1,460,6867,1446,7853
4097,42,22711.97052677874,0.018526876568606375,1,193,9489,2415,11711
4098,38,20913.14036904396,0.16371091217735032,1,143,6521,1957,8335
4099,26,28877.06906006048,0.08392473258985958,0,35,0,0,-35
4100,21,21990.65766458631,0.13771779559564362,1,1089,12987,1587,13485
4101,50,28037.93018944521,0.016689533170497643,1,152,9799,1433,11080
4102,32,43349.24243247121,0.014671729175754879,1,143,5848,2365,8070
4103,43,45657.351876885645,0.13779406611704673,1,943,7772,3501,10330
4104,39,30244.932725467523,0.07742915650955334,1,1961,7815,2788,8642
4105,64,38997.263097964205,0.00601215630694225,1,191,7563,1536,8908
